ec	substrate	substrate_normalized
3.1.3.2	5-hydroxyethyl-4-methylthiazole	5-hydroxyethyl-4-methylthiazole
3.1.3.2	5-hydroxyethyl-4-methylthiazole phosphate	5-hydroxyethyl-4-methylthiazole phosphate
3.1.3.2	6,8 difluoro-4-methylumbelliferol	6,8 difluoro-4-methylumbelliferol
3.1.3.2	6,8 difluoro-4-methylumbelliferyl phosphate	6,8 difluoro-4-methylumbelliferyl phosphate
3.1.3.2	6,8-difluoro-4-methylumbelliferone	6,8-difluoro-4-methylumbelliferone
3.1.3.2	6,8-difluoro-4-methylumbelliferyl phosphate	6,8-difluoro-4-methylumbelliferyl phosphate
3.1.3.2	6-chloro-2-(5-chloro-2-hydroxyphenyl)quinazolin-4(3H)-one	6-chloro-2-(5-chloro-2-hydroxyphenyl)quinazolin-4(3h)-one
3.1.3.2	6-phospho-D-gluconate	6-phospho-gluconate
3.1.3.2	6-phosphogluconate	6-phosphogluconate
3.1.3.2	AMP	amp
3.1.3.2	Ac-(pT)AILER	ac-(pt)ailer
3.1.3.2	Ac-(pT)IALGK	ac-(pt)ialgk
3.1.3.2	Ac-RK(pS)AGKPKN	ac-rk(ps)agkpkn
3.1.3.2	Alpha-naphthyl phosphate	alpha-naphthyl phosphate
3.1.3.2	CDP	cdp
3.1.3.2	CMP	cmp
3.1.3.2	CTP	ctp
3.1.3.2	Cu2+	cu2+
3.1.3.2	D-fructose	fructose
3.1.3.2	D-fructose 1,6-bisphosphate	fructose 1,6-bisphosphate
3.1.3.2	D-fructose 1,6-diphosphate	fructose 1,6-diphosphate
3.1.3.2	D-fructose 6-phosphate	fructose 6-phosphate
3.1.3.2	D-galactose	galactose
3.1.3.2	D-galactose 1-phosphate	galactose 1-phosphate
3.1.3.2	D-gluconate	gluconate
3.1.3.2	D-glucose	glucose
3.1.3.2	D-glucose 1-phosphate	glucose 1-phosphate
3.1.3.2	D-glucose 6-phosphate	glucose 6-phosphate
3.1.3.2	D-glucose-1-phosphate	glucose-1-phosphate
3.1.3.2	D-glucose-6-phosphate	glucose-6-phosphate
3.1.3.2	D-mannitol	mannitol
3.1.3.2	D-mannitol 6-phosphate	mannitol 6-phosphate
3.1.3.2	D-mannose	mannose
3.1.3.2	D-mannose 6-phosphate	mannose 6-phosphate
3.1.3.2	D-myo-inositol	myo-inositol
3.1.3.2	D-myo-inositol 1-phosphate	myo-inositol 1-phosphate
3.1.3.2	D-ribose	ribose
3.1.3.2	D-ribose 3-phosphate	ribose 3-phosphate
3.1.3.2	D-ribose 5-phosphate	ribose 5-phosphate
3.1.3.2	D-serine	serine
3.1.3.2	D-sucrose	sucrose
3.1.3.2	D-sucrose 6-phosphate	sucrose 6-phosphate
3.1.3.2	DADE(pY)LIPQQG	dade(py)lipqqg
3.1.3.2	DADEYLIPQQG	dadeylipqqg
3.1.3.2	DL-myo-inositol	dl-myo-inositol
3.1.3.2	DL-myo-inositol-1-monophosphate	dl-myo-inositol-1-monophosphate
3.1.3.2	DL-phosphotyrosine	dl-phosphotyrosine
3.1.3.2	EEY(P)AA	eey(p)aa
3.1.3.2	EEYAA	eeyaa
3.1.3.2	ELF-97	elf-97
3.1.3.2	ELF-97 phosphate	elf-97 phosphate
3.1.3.2	ELF97 phosphate	elf97 phosphate
3.1.3.2	END(pY)INASL	end(py)inasl
3.1.3.2	ENDYINASL	endyinasl
3.1.3.2	FMN	fmn
3.1.3.2	Fmoc-AAY(P)AA	fmoc-aay(p)aa
3.1.3.2	Fmoc-AAYAA	fmoc-aayaa
3.1.3.2	Fmoc-EEY(P)AA	fmoc-eey(p)aa
3.1.3.2	Fmoc-EEYAA	fmoc-eeyaa
3.1.3.2	Fmoc-EY(P)A	fmoc-ey(p)a
3.1.3.2	Fmoc-EYA	fmoc-eya
3.1.3.2	Fmoc-KKAY(P)AA	fmoc-kkay(p)aa
3.1.3.2	Fmoc-KKAYAA	fmoc-kkayaa
3.1.3.2	Fmoc-KKY(P)AA	fmoc-kky(p)aa
3.1.3.2	Fmoc-KKYAA	fmoc-kkyaa
3.1.3.2	Fructose	fructose
3.1.3.2	Fructose 1-phosphate	fructose 1-phosphate
3.1.3.2	GDP	gdp
3.1.3.2	GMP	gmp
3.1.3.2	Glucose	glucose
3.1.3.2	Glucose 6-phosphate	glucose 6-phosphate
3.1.3.2	Glycerol 2-phosphate	glycerol 2-phosphate
3.1.3.2	IDP	idp
3.1.3.2	IMP	imp
3.1.3.2	ITP	itp
3.1.3.2	KR(pT)IRR	kr(pt)irr
3.1.3.2	L-phosphoserine	phosphoserine
3.1.3.2	L-phosphothreonine	phosphothreonine
3.1.3.2	L-serine	serine
3.1.3.2	L-threonine	threonine
3.1.3.2	L-tyrosine	tyrosine
3.1.3.2	L-tyrosine-O-phosphate	tyrosine-o-phosphate
3.1.3.2	Mg2+	mg2+
3.1.3.2	N-acetylglucosamine	n-acetylglucosamine
3.1.3.2	N-acetylglucosamine 1-phosphate	n-acetylglucosamine 1-phosphate
3.1.3.2	NADP	nadp
3.1.3.2	NMN	nmn
3.1.3.2	Na diphosphate	na diphosphate
3.1.3.2	Na2H2P2O7	na2h2p2o7
3.1.3.2	O,O,O,O-tetraethyldithiodiphosphate	o,o,o,o-tetraethyldithiodiphosphate
3.1.3.2	O,O-dimethyl O-4-nitrophenyl phosphate	o,o-dimethyl o-4-nitrophenyl phosphate
3.1.3.2	O-2-chloro-4-nitrophenyl O,O-dimethylphosphorothionate	o-2-chloro-4-nitrophenyl o,o-dimethylphosphorothionate
3.1.3.2	O-phospho L-homoserine	o-phospho homoserine
3.1.3.2	O-phospho-DL-serine	o-phospho-dl-serine
3.1.3.2	O-phospho-DL-threonine	o-phospho-dl-threonine
3.1.3.2	O-phospho-DL-tyrosine	o-phospho-dl-tyrosine
3.1.3.2	O-phospho-L-Tyr	o-phospho-tyr
3.1.3.2	O-phospho-L-serine	o-phospho-serine
3.1.3.2	O-phospho-L-threonine	o-phospho-threonine
3.1.3.2	O-phospho-L-tyrosine	o-phospho-tyrosine
3.1.3.2	O-phosphoethanolamine	o-phosphoethanolamine
3.1.3.2	O-phosphoserine	o-phosphoserine
3.1.3.2	Phenolphthalein diphosphate	phenolphthalein diphosphate
3.1.3.2	Phenyl phosphate	phenyl phosphate
3.1.3.2	Phenylphosphate	phenylphosphate
3.1.3.2	Phosphoglycolate	phosphoglycolate
3.1.3.2	Phosphorylethanolamine	phosphorylethanolamine
3.1.3.2	Polyphosphate	polyphosphate
3.1.3.2	RRA(pT)VA	rra(pt)va
3.1.3.2	RRATVA	rratva
3.1.3.2	S-1,2-bis(ethoxycarbonyl)ethyl O,O-dimethylphosphorodithionate	s-1,2-bis(ethoxycarbonyl)ethyl o,o-dimethylphosphorodithionate
3.1.3.2	S-2-ethylthioethyl O,O-dimethylphosphothionate	s-2-ethylthioethyl o,o-dimethylphosphothionate
3.1.3.2	Ser	ser
3.1.3.2	Sodium diphosphate	sodium diphosphate
3.1.3.2	TDP	tdp
3.1.3.2	TMP	tmp
3.1.3.2	TTP	ttp
3.1.3.2	Tetrapolyphosphate	tetrapolyphosphate
3.1.3.2	Thiamine monophosphate	thiamine monophosphate
3.1.3.2	Thr	thr
3.1.3.2	Tyr	tyr
3.1.3.2	UDP	udp
3.1.3.2	UMP	ump
3.1.3.2	Zn2+	zn2+
3.1.3.2	[(decyloxy)(naphthalen-1-yl)methyl]phosphonic acid	[(decyloxy)(naphthalen-1-yl)methyl]phosphonic acid
3.1.3.2	[(hexyloxy)(naphthalen-1-yl)methyl]phosphonic acid	[(hexyloxy)(naphthalen-1-yl)methyl]phosphonic acid
3.1.3.2	[hydroxy(naphthalen-1-yl)methyl]phosphonic acid	[hydroxy(naphthalen-1-yl)methyl]phosphonic acid
3.1.3.2	[naphthalen-1-yl(octyloxy)methyl]phosphonic acid	[naphthalen-1-yl(octyloxy)methyl]phosphonic acid
3.1.3.2	a pyridine nucleoside 5'-diphosphate	a pyridine nucleoside 5'-diphosphate
3.1.3.2	a pyridine nucleoside 5'-triphosphate	a pyridine nucleoside 5'-triphosphate
3.1.3.2	acetate	acetate
3.1.3.2	acetylphosphate	acetylphosphate
3.1.3.2	adenosine	adenosine
3.1.3.2	adenosine 5'-phosphate	adenosine 5'-phosphate
3.1.3.2	adenosine monophosphate	adenosine monophosphate
3.1.3.2	adenosine triphosphate	adenosine triphosphate
3.1.3.2	adenosine-2',3'-cyclomonophosphate	adenosine-2',3'-cyclomonophosphate
3.1.3.2	alpha-D-glucose	alpha-glucose
3.1.3.2	alpha-D-glucose 1-phosphate	alpha-glucose 1-phosphate
3.1.3.2	alpha-D-glucose 6-phosphate	alpha-glucose 6-phosphate
3.1.3.2	alpha-casein	alpha-casein
3.1.3.2	alpha-glycerophosphate	alpha-glycerophosphate
3.1.3.2	alpha-naphthol	alpha-naphthol
3.1.3.2	alpha-naphthyl phosphate	alpha-naphthyl phosphate
3.1.3.2	alpha-naphthylphosphate	alpha-naphthylphosphate
3.1.3.2	beta-D-glucose	beta-glucose
3.1.3.2	beta-D-glucose 1-phosphate	beta-glucose 1-phosphate
3.1.3.2	beta-Glycerophosphate	beta-glycerophosphate
3.1.3.2	beta-glycerol phosphate	beta-glycerol phosphate
3.1.3.2	beta-glycerophosphate	beta-glycerophosphate
3.1.3.2	beta-naphthol	beta-naphthol
3.1.3.2	beta-naphthyl phosphate	beta-naphthyl phosphate
3.1.3.2	beta-naphthylphosphate	beta-naphthylphosphate
3.1.3.2	bis(p-nitrophenyl) phosphate	bis(p-nitrophenyl) phosphate
3.1.3.2	bis(p-nitrophenyl)phosphate	bis(p-nitrophenyl)phosphate
3.1.3.2	bis-(p-nitrophenyl)phosphate	bis-(p-nitrophenyl)phosphate
3.1.3.2	bis-p-nitrophenyl phosphate	bis-p-nitrophenyl phosphate
3.1.3.2	butanol	butanol
3.1.3.2	calcium phytate	calcium phytate
3.1.3.2	carbamate	carbamate
3.1.3.2	carbamoyl phosphate	carbamoyl phosphate
3.1.3.2	casein	casein
3.1.3.2	choline	choline
3.1.3.2	choline O-phosphate	choline o-phosphate
3.1.3.2	creatine	creatine
3.1.3.2	creatine phosphate	creatine phosphate
3.1.3.2	cytidine	cytidine
3.1.3.2	cytidine monophosphate	cytidine monophosphate
3.1.3.2	dADP	dadp
3.1.3.2	dAMP	damp
3.1.3.2	dCDP	dcdp
3.1.3.2	dCTP	dctp
3.1.3.2	dGDP	dgdp
3.1.3.2	dGTP	dgtp
3.1.3.2	dTDP	dtdp
3.1.3.2	dTTP	dttp
3.1.3.2	deoxyadenosine	deoxyadenosine
3.1.3.2	deoxycytidine	deoxycytidine
3.1.3.2	deoxyguanosine	deoxyguanosine
3.1.3.2	deoxythymidine 3'-(p-nitrophenyl)phosphate	deoxythymidine 3'-(p-nitrophenyl)phosphate
3.1.3.2	deoxythymidine 5'-(p-nitrophenyl) phosphate	deoxythymidine 5'-(p-nitrophenyl) phosphate
3.1.3.2	deoxyuridine	deoxyuridine
3.1.3.2	dihydroxyacetone	dihydroxyacetone
3.1.3.2	dihydroxyacetone phosphate	dihydroxyacetone phosphate
3.1.3.2	diphosphate	diphosphate
3.1.3.2	dodecasodium phytate	dodecasodium phytate
3.1.3.2	enolpyruvate	enolpyruvate
3.1.3.2	ethanol	ethanol
3.1.3.2	ethanolamine	ethanolamine
3.1.3.2	ethylene glycol	ethylene glycol
3.1.3.2	ethylphosphate	ethylphosphate
3.1.3.2	flavin mononucleotide	flavin mononucleotide
3.1.3.2	flavin nucleoside	flavin nucleoside
3.1.3.2	fructose	fructose
3.1.3.2	fructose 1,6-diphosphate	fructose 1,6-diphosphate
3.1.3.2	fructose 6-phosphate	fructose 6-phosphate
3.1.3.2	galactose	galactose
3.1.3.2	galactose 6-phosphate	galactose 6-phosphate
3.1.3.2	gluconate	gluconate
3.1.3.2	glucosamine	glucosamine
3.1.3.2	glucosamine 6-phosphate	glucosamine 6-phosphate
3.1.3.2	glucose	glucose
3.1.3.2	glucose 1-phosphate	glucose 1-phosphate
3.1.3.2	glucose 2-phosphate	glucose 2-phosphate
3.1.3.2	glucose 3-phosphate	glucose 3-phosphate
3.1.3.2	glucose 6-phosphate	glucose 6-phosphate
3.1.3.2	glucuronate	glucuronate
3.1.3.2	glucuronate 6-phosphate	glucuronate 6-phosphate
3.1.3.2	glyceraldehyde	glyceraldehyde
3.1.3.2	glyceraldehyde 3-phosphate	glyceraldehyde 3-phosphate
3.1.3.2	glyceraldehyde-3-phosphoric acid diethylacetal	glyceraldehyde-3-phosphoric acid diethylacetal
3.1.3.2	glycerate	glycerate
3.1.3.2	glycerol	glycerol
3.1.3.2	glycerol 2-phosphate	glycerol 2-phosphate
3.1.3.2	glycerol 3-phosphate	glycerol 3-phosphate
3.1.3.2	glycerophosphate	glycerophosphate
3.1.3.2	glycolate	glycolate
3.1.3.2	guanosine	guanosine
3.1.3.2	guanosine monophosphate	guanosine monophosphate
3.1.3.2	hirudin 53-65 C-terminal fragment	hirudin 53-65 c-terminal fragment
3.1.3.2	histidinol	histidinol
3.1.3.2	histidinol phosphate	histidinol phosphate
3.1.3.2	histone	histone
3.1.3.2	homoserine	homoserine
3.1.3.2	inosine	inosine
3.1.3.2	inositol	inositol
3.1.3.2	inositol 1,4,5-triphosphate	inositol 1,4,5-triphosphate
3.1.3.2	inositol 1-phosphate	inositol 1-phosphate
3.1.3.2	inositol 4-phosphate	inositol 4-phosphate
3.1.3.2	inositol cyclic phosphate	inositol cyclic phosphate
3.1.3.2	lysophosphatidic acid	lysophosphatidic acid
3.1.3.2	mannose	mannose
3.1.3.2	mannose 6-phosphate glycoprotein	mannose 6-phosphate glycoprotein
3.1.3.2	mannose-6-phosphate	mannose-6-phosphate
3.1.3.2	methanol	methanol
3.1.3.2	methyl phosphate	methyl phosphate
3.1.3.2	methyl-p-nitrophenyl phosphate	methyl-p-nitrophenyl phosphate
3.1.3.2	methylphosphate	methylphosphate
3.1.3.2	monoacylglycerol	monoacylglycerol
3.1.3.2	monobutyl phosphate	monobutyl phosphate
3.1.3.2	myelin basic protein	myelin basic protein
3.1.3.2	myo-inositol	myo-inositol
3.1.3.2	myo-inositol 2-monophosphate	myo-inositol 2-monophosphate
3.1.3.2	myo-inositol hexakisphosphate	myo-inositol hexakisphosphate
3.1.3.2	naphthyl phosphate	naphthyl phosphate
3.1.3.2	nicotinamide mononucleotide	nicotinamide mononucleotide
3.1.3.2	nicotinamide riboside	nicotinamide riboside
3.1.3.2	o-carboxyphenol	o-carboxyphenol
3.1.3.2	o-carboxyphenyl phosphate	o-carboxyphenyl phosphate
3.1.3.2	o-carboxyphenyl phosphoric acid	o-carboxyphenyl phosphoric acid
3.1.3.2	o-nitrophenol	o-nitrophenol
3.1.3.2	o-nitrophenyl phosphate	o-nitrophenyl phosphate
3.1.3.2	p-Nitrophenyl phenylphosphonate	p-nitrophenyl phenylphosphonate
3.1.3.2	p-nitrophenol	p-nitrophenol
3.1.3.2	p-nitrophenyl phenylphosphonate	p-nitrophenyl phenylphosphonate
3.1.3.2	p-nitrophenyl phosphate	p-nitrophenyl phosphate
3.1.3.2	p-nitrophenyl phosphorylcholine	p-nitrophenyl phosphorylcholine
3.1.3.2	phenol	phenol
3.1.3.2	phenolphthalein	phenolphthalein
3.1.3.2	phenolphthalein diphosphate	phenolphthalein diphosphate
3.1.3.2	phenolphthalein monophosphate	phenolphthalein monophosphate
3.1.3.2	phenyl phosphate	phenyl phosphate
3.1.3.2	phenylphosphate	phenylphosphate
3.1.3.2	phosphate	phosphate
3.1.3.2	phosphate  |#32# about 156% of the activity with pyridoxal 5-phosphate | <15,18,23,24,25,26,29,32,35,46,49,55,58,65,66,68,70,75,78,112,131,132,140,142,165,179,182,188,200,202,212,214,216,250,284>	phosphate |#32# about 156% of the activity with pyridoxal 5-phosphate | <15,18,23,24,25,26,29,32,35,46,49,55,58,65,66,68,70,75,78,112,131,132,140,142,165,179,182,188,200,202,212,214,216,250,284>
3.1.3.2	phosphate | about 50% of the activity with pyridoxal 5-phosphate |	phosphate | about 50% of the activity with pyridoxal 5-phosphate |
3.1.3.2	phospho-L-serine	phospho-serine
3.1.3.2	phospho-L-threonine	phospho-threonine
3.1.3.2	phospho-L-tyrosine	phospho-tyrosine
3.1.3.2	phospho-myelin basic protein	phospho-myelin basic protein
3.1.3.2	phosphocholine	phosphocholine
3.1.3.2	phosphoenolpyruvate	phosphoenolpyruvate
3.1.3.2	phosphoglycolate	phosphoglycolate
3.1.3.2	phosphopyruvate	phosphopyruvate
3.1.3.2	phosphoryl choline	phosphoryl choline
3.1.3.2	phosphorylated-ErbB-2	phosphorylated-erbb-2
3.1.3.2	phosphorylcholine	phosphorylcholine
3.1.3.2	phosphorylethanolamine	phosphorylethanolamine
3.1.3.2	phosphoserine	phosphoserine
3.1.3.2	phosphothreonine	phosphothreonine
3.1.3.2	phosphotyrosine	phosphotyrosine
3.1.3.2	phosphotyrosyl histone	phosphotyrosyl histone
3.1.3.2	phosvitin	phosvitin
3.1.3.2	phytate	phytate
3.1.3.2	phytic acid	phytic acid
3.1.3.2	phytin	phytin
3.1.3.2	polyphosphate	polyphosphate
3.1.3.2	potassium phosphoramidate	potassium phosphoramidate
3.1.3.2	pyridoxal	pyridoxal
3.1.3.2	pyridoxal 5'-phosphate	pyridoxal 5'-phosphate
3.1.3.2	pyridoxamine	pyridoxamine
3.1.3.2	pyridoxamine 5'-phosphate	pyridoxamine 5'-phosphate
3.1.3.2	pyridoxine	pyridoxine
3.1.3.2	pyridoxine 5'-phosphate	pyridoxine 5'-phosphate
3.1.3.2	pyridoxyl 5'-phosphate	pyridoxyl 5'-phosphate
3.1.3.2	pyruvate	pyruvate
3.1.3.2	rabbit 32P-phosphorylase a	rabbit 32p-phosphorylase a
3.1.3.2	riboflavin	riboflavin
3.1.3.2	riboflavin 5'-phosphate	riboflavin 5'-phosphate
3.1.3.2	ribose	ribose
3.1.3.2	ribose 5-phosphate	ribose 5-phosphate
3.1.3.2	ribose-5-phosphate	ribose-5-phosphate
3.1.3.2	ribulose 1,5-bisphosphate	ribulose 1,5-bisphosphate
3.1.3.2	serine	serine
3.1.3.2	sodium beta-glycerophosphate	sodium beta-glycerophosphate
3.1.3.2	sodium diphosphate	sodium diphosphate
3.1.3.2	sodium phosphate	sodium phosphate
3.1.3.2	sodium phytate	sodium phytate
3.1.3.2	tetrapolyphosphate	tetrapolyphosphate
3.1.3.2	thiamine	thiamine
3.1.3.2	thiamine diphosphate	thiamine diphosphate
3.1.3.2	thiamine monophosphate	thiamine monophosphate
3.1.3.2	thiamine phosphate	thiamine phosphate
3.1.3.2	threonine	threonine
3.1.3.2	thymidine	thymidine
3.1.3.2	thymolphthalein	thymolphthalein
3.1.3.2	thymolphthalein monophosphate	thymolphthalein monophosphate
3.1.3.2	trans-Golgi p230	trans-golgi p230
3.1.3.2	trimetaphosphate	trimetaphosphate
3.1.3.2	triphosphate	triphosphate
3.1.3.2	tyrosine	tyrosine
3.1.3.2	tyrosine phosphate	tyrosine phosphate
3.1.3.2	tyrosine phosphopeptide	tyrosine phosphopeptide
3.1.3.2	uridine	uridine
3.1.3.2	uridine 5'-phosphate	uridine 5'-phosphate
3.1.3.2	uridine monophosphate	uridine monophosphate
3.1.3.2	uridyl-5'-galactose	uridyl-5'-galactose
3.1.3.2	uridyl-5'-phosphogalactose	uridyl-5'-phosphogalactose
3.1.3.20	2,3-diphosphoglycerate	2,3-diphosphoglycerate
3.1.3.20	3-phosphoglycerate	3-phosphoglycerate
3.1.3.20	D-Glycerate 2-phosphate	glycerate 2-phosphate
3.1.3.20	D-glycerate	glycerate
3.1.3.20	D-glycerate 2-phosphate	glycerate 2-phosphate
3.1.3.20	Glucose	glucose
3.1.3.20	Glucose 6-phosphate	glucose 6-phosphate
3.1.3.20	O-phospho-L-serine	o-phospho-serine
3.1.3.20	Ser	ser
3.1.3.20	fructose 1,6-diphosphate	fructose 1,6-diphosphate
3.1.3.20	glycerate	glycerate
3.1.3.20	phosphate	phosphate
3.1.3.20	phosphoenolpyruvate	phosphoenolpyruvate
3.1.3.20	phosphoglycolate	phosphoglycolate
3.1.3.20	pyruvate	pyruvate
3.1.3.21	2-phospholactate	2-phospholactate
3.1.3.21	4-nitrophenol	4-nitrophenol
3.1.3.21	4-nitrophenyl phosphate	4-nitrophenyl phosphate
3.1.3.21	4-phosphoerythronate	4-phosphoerythronate
3.1.3.21	D-glycerol 3-phosphate	glycerol 3-phosphate
3.1.3.21	D-glycerol-3-phosphate	glycerol-3-phosphate
3.1.3.21	D-ribulose	ribulose
3.1.3.21	D-ribulose 5-phosphate	ribulose 5-phosphate
3.1.3.21	DL-glycerol 1-phosphate	dl-glycerol 1-phosphate
3.1.3.21	DL-glycerol 3-phosphate	dl-glycerol 3-phosphate
3.1.3.21	DL-glycerol-1-phosphate	dl-glycerol-1-phosphate
3.1.3.21	DL-glycerol-3-phosphate	dl-glycerol-3-phosphate
3.1.3.21	Glycerol 2-phosphate	glycerol 2-phosphate
3.1.3.21	L-glycerol 3-phosphate	glycerol 3-phosphate
3.1.3.21	L-glycerol-3-phosphate	glycerol-3-phosphate
3.1.3.21	alpha-glycerolphosphate	alpha-glycerolphosphate
3.1.3.21	dihydroxyacetone	dihydroxyacetone
3.1.3.21	dihydroxyacetone phosphate	dihydroxyacetone phosphate
3.1.3.21	erythronate	erythronate
3.1.3.21	glycerol	glycerol
3.1.3.21	glycerol 2-phosphate	glycerol 2-phosphate
3.1.3.21	glycerol 3-phosphate	glycerol 3-phosphate
3.1.3.21	glycerol-1-phosphate	glycerol-1-phosphate
3.1.3.21	glycerol-3-phosphate	glycerol-3-phosphate
3.1.3.21	lactate	lactate
3.1.3.21	phosphate	phosphate
3.1.3.21	ribitol	ribitol
3.1.3.21	ribitol-5-phosphate	ribitol-5-phosphate
3.1.3.21	sorbitol	sorbitol
3.1.3.21	sorbitol-6-phosphate	sorbitol-6-phosphate
3.1.3.22	4-nitrophenol	4-nitrophenol
3.1.3.22	4-nitrophenyl phosphate	4-nitrophenyl phosphate
3.1.3.22	D-fructose	fructose
3.1.3.22	D-fructose 1-phosphate	fructose 1-phosphate
3.1.3.22	D-fructose 6-phosphate	fructose 6-phosphate
3.1.3.22	D-mannitol	mannitol
3.1.3.22	D-mannitol 1-phosphate	mannitol 1-phosphate
3.1.3.22	mannitol	mannitol
3.1.3.22	mannitol 1-phosphate	mannitol 1-phosphate
3.1.3.22	phosphate	phosphate
3.1.3.22	sorbitol 1-phosphate	sorbitol 1-phosphate
3.1.3.22	sorbose	sorbose
3.1.3.23	2,3-diphosphoglycerate	2,3-diphosphoglycerate
3.1.3.23	2-Deoxy-D-glucose	2-deoxy-glucose
3.1.3.23	2-Deoxy-D-glucose 6-phosphate	2-deoxy-glucose 6-phosphate
3.1.3.23	2-deoxy-D-glucose 6-phosphate	2-deoxy-glucose 6-phosphate
3.1.3.23	2-deoxy-D-ribose	2-deoxy-ribose
3.1.3.23	2-deoxy-D-ribose 5-phosphate	2-deoxy-ribose 5-phosphate
3.1.3.23	4-nitrophenol	4-nitrophenol
3.1.3.23	4-nitrophenyl phosphate	4-nitrophenyl phosphate
3.1.3.23	D-Fructose 1-phosphate	fructose 1-phosphate
3.1.3.23	D-arabinose	arabinose
3.1.3.23	D-arabinose 5-phosphate	arabinose 5-phosphate
3.1.3.23	D-erythrose	erythrose
3.1.3.23	D-erythrose 4-phosphate	erythrose 4-phosphate
3.1.3.23	D-fructose	fructose
3.1.3.23	D-fructose 1,6-bisphosphate	fructose 1,6-bisphosphate
3.1.3.23	D-fructose 1,6-diphosphate	fructose 1,6-diphosphate
3.1.3.23	D-fructose 1-phosphate	fructose 1-phosphate
3.1.3.23	D-fructose 6-phosphate	fructose 6-phosphate
3.1.3.23	D-galactose	galactose
3.1.3.23	D-galactose 1-phosphate	galactose 1-phosphate
3.1.3.23	D-galactose 6-phosphate	galactose 6-phosphate
3.1.3.23	D-glucosamine	glucosamine
3.1.3.23	D-glucosamine 6-phosphate	glucosamine 6-phosphate
3.1.3.23	D-glucose	glucose
3.1.3.23	D-glucose 1-phosphate	glucose 1-phosphate
3.1.3.23	D-glucose 2-phosphate	glucose 2-phosphate
3.1.3.23	D-glucose 6-phosphate	glucose 6-phosphate
3.1.3.23	D-glucuronate	glucuronate
3.1.3.23	D-glucuronate 1-phosphate	glucuronate 1-phosphate
3.1.3.23	D-glyceraldehyde	glyceraldehyde
3.1.3.23	D-glyceraldehyde 3-phosphate	glyceraldehyde 3-phosphate
3.1.3.23	D-mannose	mannose
3.1.3.23	D-mannose 6-phosphate	mannose 6-phosphate
3.1.3.23	D-ribose	ribose
3.1.3.23	D-ribose 5-phosphate	ribose 5-phosphate
3.1.3.23	D-ribulose	ribulose
3.1.3.23	D-ribulose 5-phosphate	ribulose 5-phosphate
3.1.3.23	D-sorbose	sorbose
3.1.3.23	D-sorbose 1,6-diphosphate	sorbose 1,6-diphosphate
3.1.3.23	D-sorbose 1-phosphate	sorbose 1-phosphate
3.1.3.23	D-xylose	xylose
3.1.3.23	D-xylose 1-phosphate	xylose 1-phosphate
3.1.3.23	D-xylulose	xylulose
3.1.3.23	D-xylulose 5-phosphate	xylulose 5-phosphate
3.1.3.23	DL-glycerol 3-phosphate	dl-glycerol 3-phosphate
3.1.3.23	alpha-D-galactose	alpha-galactose
3.1.3.23	alpha-D-galactose 1-phosphate	alpha-galactose 1-phosphate
3.1.3.23	alpha-D-gentibiose	alpha-gentibiose
3.1.3.23	alpha-D-gentibiose-1-phosphate	alpha-gentibiose-1-phosphate
3.1.3.23	alpha-D-gentiobiose	alpha-gentiobiose
3.1.3.23	alpha-D-gentiobiose 1-phosphate	alpha-gentiobiose 1-phosphate
