id,name,unit_name,emptyspace,fakerank
96747,FAPUCN9,MG,,63001
96748,FAPULCCN3,MG,,63001
96749,FAPUN3,MG,,63001
96750,FAPUN6,MG,,63001
96751,FAPUN9,MG,,63001
96752,FAPUXR,MG,,63001
96753,FAR,MG,,63001
96754,FASAT,MG,,63001
96755,FASATXR,MG,,63001
96756,FAUN,MG,,63001
96757,Fedt,MG,,63001
96758,Fedtsyrekonverteringsfaktor,MG,,63001
96759,Fer,MG,,63001
96760,FERAC,MG,,63001
96761,FERAC.1,MG,,63001
96762,FERAC.2,MG,,63001
96763,Ferulaldehyde,MG,,63001
96764,FIB-,MG,,63001
96765,FIBAD,MG,,63001
96766,FIBC,MG,,63001
96767,FIBGLCSINS,MG,,63001
96768,FIBGLCSSOL,MG,,63001
96769,FIBHMWS,MG,,63001
96770,FIBINS,MG,,63001
96771,FIBLMW,MG,,63001
96772,FIBND,MG,,63001
96773,FIBPEN,MG,,63001
96774,Fibres,MG,,63001
96775,FIBSOL,MG,,63001
96776,FIBT,MG,,63001
96777,FIBTG,MG,,63001
96778,FIBTGLCS,MG,,63001
96779,FIBTS,MG,,63001
96780,FIBTS Southgate,MG,,63001
96781,Flavanols,MG,,63001
96782,Flavanols/flavans,MG,,63001
96783,FLAVD,MG,,63001
96784,FLAVO,MG,,63001
96785,Fluor,MG,,63001
96786,FOL,MG,,63001
96787,FOL-,MG,,63001
96788,FOLAC,MG,,63001
96789,FOLACN,MG,,63001
96790,Folat,MG,,63001
96791,FOLDFE,MG,,63001
96792,FOLFD,MG,,63001
96793,FOLFM10,MG,,63001
96794,FOLFRE,MG,,63001
96795,FOLH2FM10,MG,,63001
96796,FOLH4,MG,,63001
96797,FOLH4FM5,MG,,63001
96798,FOLH4ME5,MG,,63001
96799,FOLH4MTN5,MG,,63001
96800,Footnote,MG,,63001
96801,Formula,MG,,63001
96802,Fosfor,MG,,63001
96803,Free Sugars,MG,,63001
96804,Frie sukkerarter,MG,,63001
96805,Frit folat,MG,,63001
96806,Fruktose,MG,,63001
96807,FRUOLSAC,MG,,63001
96808,FRUS,MG,,63001
96809,FRUSM,MG,,63001
96810,FUCOS,MG,,63001
96811,FUMAC,MG,,63001
96812,FødevareGruppe,MG,,63001
96813,FødevareNavn,MG,,63001
96814,GABA,MG,,63001
96815,GALAAC,MG,,63001
96816,Galaktose,MG,,63001
96817,Galangin,MG,,63001
96818,GALF(b),MG,,63001
96819,GALFB,MG,,63001
96820,GALLAC,MG,,63001
96821,GALS,MG,,63001
96822,GALSD,MG,,63001
96823,GALSM,MG,,63001
96824,Gamma-tocopherol,MG,,63001
96825,Gamma-tocophérol,MG,,63001
96826,Gamma-tocotrienol,MG,,63001
96827,gamma-Tokoferol,MG,,63001
96828,Gehalte/Value,MG,,63001
96829,GLN,MG,,63001
96830,GLN_A_GLU,MG,,63001
96831,GLOB,MG,,63001
96832,GLU,MG,,63001
96833,GLU_A_HIS,MG,,63001
96834,GLUCNB,MG,,63001
96835,GLUFB,MG,,63001
96836,Glukose,MG,,63001
96837,GLUS,MG,,63001
96838,GLUSM,MG,,63001
96839,Glutaminsyre,MG,,63001
96840,GLY,MG,,63001
96841,GLY_A_SER,MG,,63001
96842,GLYALK,MG,,63001
96843,GLYC,MG,,63001
96844,Glycin,MG,,63001
96845,GLYLIP,MG,,63001
96846,GRP_AM,MG,,63001
96847,GRP_MIN,MG,,63001
96848,GRP_SUGOH,MG,,63001
96849,HAEM,MG,,63001
96850,HEMCEL,MG,,63001
96851,HESPD,MG,,63001
96852,Hieraky,MG,,63001
96853,HIS,MG,,63001
96854,Histamin,MG,,63001
96855,Histamine,MG,,63001
96856,HISTN,MG,,63001
96857,HMDB,MG,,63001
96858,HRR,MG,,63001
96859,Hydroxybenzaldehydes,MG,,63001
96860,Hydroxybenzoketones,MG,,63001
96861,Hydroxycinnamaldehydes,MG,,63001
96862,Hydroxycoumarins,MG,,63001
96863,Hydroxyprolin,MG,,63001
96864,Hydroxytyrosol,MG,,63001
96865,HYL,MG,,63001
96866,HYP,MG,,63001
96867,Høj molekylevægt opløselige kostfibre,MG,,63001
96868,Ikke benyttet,MG,,63001
96869,ILE,MG,,63001
96870,INFDSTAG,MG,,63001
96871,Inositol hexaphosphate (IP6),MG,,63001
96872,Inositol pentaphosphate (IP5),MG,,63001
96873,Inositol tetraphosphate (IP4),MG,,63001
96874,Inositol triphosphate (IP3),MG,,63001
96875,Inositol tétraphosphate (IP4),MG,,63001
96876,Insoluble dietary fibers,MG,,63001
96877,Intrinsic folate,MG,,63001
96878,INULN,MG,,63001
96879,IP3,MG,,63001
96880,IP4,MG,,63001
96881,IP4_A_IP5_A_IP6,MG,,63001
96882,IP5,MG,,63001
96883,IP5_A_IP6,MG,,63001
96884,IP6,MG,,63001
96885,Iron haem,MG,,63001
96886,Iron non-haem,MG,,63001
96887,Is verrijkt met/Is fortified with,MG,,63001
96888,ISBN,MG,,63001
96889,ISOHA,MG,,63001
96890,Isolariciresinol,MG,,63001
96891,Isoleucin,MG,,63001
96892,ISOMALT,MG,,63001
96893,Isoxanthohumol,MG,,63001
96894,ISSCAAP,MG,,63001
96895,ISSN,MG,,63001
96896,Issue,MG,,63001
96897,Jern,MG,,63001
96898,Jod,MG,,63001
96899,Juglone,MG,,63001
96900,K-vitamin,MG,,63001
96901,K1-vitamin,MG,,63001
96902,K2-vitamin,MG,,63001
96903,KAEMF,MG,,63001
96904,Kalium,MG,,63001
96905,KEGG,MG,,63001
96906,Kobber,MG,,63001
96907,Koffein,MG,,63001
96908,Kolesterol,MG,,63001
96909,Kostfibre,MG,,63001
96910,Kostfibre og stivelse,MG,,63001
96911,Krom,MG,,63001
96912,Kviksølv,MG,,63001
96913,L-mælkesyre,MG,,63001
96914,LACAC,MG,,63001
96915,LACACD,MG,,63001
96916,LACACL,MG,,63001
96917,LACFE,MG,,63001
96918,LACS,MG,,63001
96919,LACSM,MG,,63001
96920,Lactitol,MG,,63001
96921,LACTL,MG,,63001
96922,Laktitol,MG,,63001
96923,Laktose,MG,,63001
96924,Language,MG,,63001
96925,Lariciresinol,MG,,63001
96926,Latest Revision in Version,MG,,63001
96927,Lav molekylevægt opløselige kostfibre,MG,,63001
96928,LEU,MG,,63001
96929,Leucin,MG,,63001
96930,LIGN,MG,,63001
96931,Lignans,MG,,63001
96932,LUTEOL,MG,,63001
96933,LUTN,MG,,63001
96934,LUTN_A_ZEA,MG,,63001
96935,LUTNZEA,MG,,63001
96936,LYCPN,MG,,63001
96937,LYS,MG,,63001
96938,Lysin,MG,,63001
96939,Macro nutrients etc.,MG,,63001
96940,Magnésium,MG,,63001
96941,Makronæringstoffer m.m.,MG,,63001
96942,MALAC,MG,,63001
96943,MALS,MG,,63001
96944,MALSM,MG,,63001
96945,Maltitol,MG,,63001
96946,MALTL,MG,,63001
96947,Mangan,MG,,63001
96948,MANS,MG,,63001
96949,MANTL,MG,,63001
96950,Massefylde,MG,,63001
96951,Matairesinol,MG,,63001
96952,Matching comments,MG,,63001
96953,max,MG,,63001
96954,Maximal decimal places,MG,,63001
96955,mean,MG,,63001
96956,Median,MG,,63001
96957,Medioresinol,MG,,63001
96958,Menaquinon 10,MG,,63001
96959,Menaquinon 4,MG,,63001
96960,Menaquinon 5,MG,,63001
96961,Menaquinon 6,MG,,63001
96962,Menaquinon 7,MG,,63001
96963,Menaquinon 8,MG,,63001
96964,Menaquinon 9,MG,,63001
96965,Menaquinone 10,MG,,63001
96966,Menaquinone 4,MG,,63001
96967,Menaquinone 5,MG,,63001
96968,Menaquinone 6,MG,,63001
96969,Menaquinone 7,MG,,63001
96970,Menaquinone 8,MG,,63001
96971,Menaquinone 9,MG,,63001
96972,MET,MG,,63001
96973,Methionin,MG,,63001
96974,MGLY,MG,,63001
96975,min,MG,,63001
96976,Mineraler og uorganisk,MG,,63001
96977,Minerals and inorganic,MG,,63001
96978,Minerals and trace elements,MG,,63001
96979,Miscellaneous,MG,,63001
96980,Missing facet,MG,,63001
96981,MJP,MG,,63001
96982,MK10,MG,,63001
96983,MK4,MG,,63001
96984,MK5,MG,,63001
96985,MK6,MG,,63001
96986,MK7,MG,,63001
96987,MK8,MG,,63001
96988,MK9,MG,,63001
96989,MNSAC,MG,,63001
96990,Molybdæn,MG,,63001
96991,Mono FA/ 100g FA,MG,,63001
96992,Monoumættede fedtsyrer,MG,,63001
96993,MUCIL,MG,,63001
96994,MYRIC,MG,,63001
96995,Mælkesyre,MG,,63001
96996,Mættede fedtsyrer,MG,,63001
96997,Méthode,MG,,63001
96998,n-3 poly /100g FA,MG,,63001
96999,n-6 poly /100g FA,MG,,63001
97000,NACL,MG,,63001
97001,Naphtoquinones,MG,,63001
97002,NARING,MG,,63001
97003,Naringin,MG,,63001
97004,Natrium,MG,,63001
97005,nb_of_publications,MG,,63001
97006,NCBI,MG,,63001
97007,NCF,MG,,63001
97008,NEOX,MG,,63001
97009,NEUROSP,MG,,63001
97010,Neutral detergent fibre,MG,,63001
97011,NEVO-versie/NEVO-version,MG,,63001
97012,NFIBAD,MG,,63001
97013,NHAEM,MG,,63001
97014,NIA,MG,,63001
97015,NIA-,MG,,63001
97016,Niacin (Vit B3),MG,,63001
97017,"Niacin, preformed",MG,,63001
97018,"Niacine, préformée",MG,,63001
97019,Niacinækvivalent,MG,,63001
97020,NIAEQ,MG,,63001
97021,NIATRP,MG,,63001
97022,NICOTAC,MG,,63001
97023,Nikkel,MG,,63001
97024,NITRA,MG,,63001
97025,NITRI,MG,,63001
97026,NNC,MG,,63001
97027,NNP,MG,,63001
97028,non-cellulosic,MG,,63001
97029,Not used,MG,,63001
97030,Notes,MG,,63001
97031,NPRO,MG,,63001
97032,NSP,MG,,63001
97033,NumberOfDeterminations,MG,,63001
97034,NVSUGAF,MG,,63001
97035,NWHEY,MG,,63001
97036,Nøglehulsmærket,MG,,63001
97037,Observation #,MG,,63001
97038,OLSAC,MG,,63001
97039,Ophavsret og copyright,MG,,63001
97040,Opmerking,MG,,63001
97041,Organiske syrer,MG,,63001
97042,ORIGCPCD,MG,,63001
97043,ORN,MG,,63001
97044,Ornithine,MG,,63001
97045,Ornitin,MG,,63001
97046,Other,MG,,63001
97047,Other bioactive compounds,MG,,63001
97048,Other Cholesterol and Phytosterols,MG,,63001
97049,Other nitrogen-containing components,MG,,63001
97050,Other polyphenols,MG,,63001
97051,OXALAC,MG,,63001
97052,Oxalsyre,MG,,63001
97053,PageEnd,MG,,63001
97054,PageStart,MG,,63001
97055,PANTAC,MG,,63001
97056,Pantotensyre,MG,,63001
97057,Pantothenate,MG,,63001
97058,PAPOLY,MG,,63001
97059,ParameterGruppeNavn,MG,,63001
97060,ParameterNavn,MG,,63001
97061,PCHOUAC,MG,,63001
97062,PCHOUAC.1,MG,,63001
97063,PECT,MG,,63001
97064,PHE,MG,,63001
97065,PHE_A_TYR,MG,,63001
97066,PHENAC,MG,,63001
97067,Phenylalanin,MG,,63001
97068,Phenylethylamin,MG,,63001
97069,Phenylethylamine,MG,,63001
97070,PHETN,MG,,63001
97071,PHOAC,MG,,63001
97072,PHOETHN,MG,,63001
97073,PHOINOTL,MG,,63001
97074,PHOLIP,MG,,63001
97075,PHOSER,MG,,63001
97076,Phosphore,MG,,63001
97077,PHY:FE,MG,,63001
97078,PHY:ZN,MG,,63001
97079,PHYT-,MG,,63001
97080,PHYT-:FE,MG,,63001
97081,PHYT-:ZN,MG,,63001
97082,Phytate,MG,,63001
97083,PHYTC-,MG,,63001
97084,PHYTC-:FE,MG,,63001
97085,PHYTC-:ZN,MG,,63001
97086,PHYTCA,MG,,63001
97087,PHYTCA:FE,MG,,63001
97088,PHYTCA:ZN,MG,,63001
97089,PHYTCPP,MG,,63001
97090,PHYTCPP:FE,MG,,63001
97091,PHYTCPP:ZN,MG,,63001
97092,PHYTCPPD,MG,,63001
97093,PHYTCPPD:FE,MG,,63001
97094,PHYTCPPD:ZN,MG,,63001
97095,PHYTCPPI,MG,,63001
97096,PHYTCPPI:FE,MG,,63001
97097,PHYTCPPI:ZN,MG,,63001
97098,PHYTOFLUENCE,MG,,63001
97099,Phytosterol,MG,,63001
97100,Piceatannol,MG,,63001
97101,Pigment A,MG,,63001
97102,Pinoresinol,MG,,63001
97103,Pinosylvin,MG,,63001
97104,Pinotin A,MG,,63001
97105,Plant sterols,MG,,63001
97106,Poly FA /100g FA,MG,,63001
97107,POLYL,MG,,63001
97108,Polymers (>10 mers),MG,,63001
97109,Polyols,MG,,63001
97110,POLYPHENT,MG,,63001
97111,Polyumættede fedtsyrer,MG,,63001
97112,PP-,MG,,63001
97113,PPD,MG,,63001
97114,PPI,MG,,63001
97115,Previous,MG,,63001
97116,PRO,MG,,63001
97117,PROANTCYA,MG,,63001
97118,Processing,MG,,63001
97119,PROCYA,MG,,63001
97120,Prolin,MG,,63001
97121,PROPAC,MG,,63001
97122,Propionsyre,MG,,63001
97123,PROT,MG,,63001
97124,PROT-,MG,,63001
97125,PROTA,MG,,63001
97126,PROTAN,MG,,63001
97127,PROTCNA,MG,,63001
97128,PROTCNP,MG,,63001
97129,PROTCNT,MG,,63001
97130,Protocatechuic aldehyde,MG,,63001
97131,PROTPL,MG,,63001
97132,PSACNC,MG,,63001
97133,PSACNSI,MG,,63001
97134,PSACNSS,MG,,63001
97135,Pterostilbene,MG,,63001
97136,Publication year,MG,,63001
97137,Publisher,MG,,63001
97138,Putrescin,MG,,63001
97139,Putrescine,MG,,63001
97140,PUTRSC,MG,,63001
97141,Pyrogallol,MG,,63001
97142,PYRXN,MG,,63001
97143,PYRXNHCL,MG,,63001
97144,QUERCE,MG,,63001
97145,QUINAC,MG,,63001
97146,RAFS,MG,,63001
97147,RAFSM,MG,,63001
97148,RdV,MG,,63001
97149,ReportNumber,MG,,63001
97150,ResVal,MG,,63001
97151,Resveratrol,MG,,63001
97152,RESVTROL,MG,,63001
97153,Retinaldehyde,MG,,63001
97154,Retinol activity equialents (RAE),MG,,63001
97155,RETOL,MG,,63001
97156,RETOL(IU),MG,,63001
97157,RETOL13,MG,,63001
97158,RETOLAT,MG,,63001
97159,RETOLDH,MG,,63001
97160,RETOLEQ,MG,,63001
97161,Rhamnetin,MG,,63001
97162,RHAS,MG,,63001
97163,RIBF,MG,,63001
97164,Riboflavin (B2-vitamin),MG,,63001
97165,Riboflavin (Vit B2),MG,,63001
97166,Riboflavin (vitamin B2),MG,,63001
97167,Riboflavine (vitamine B2),MG,,63001
97168,RIBS,MG,,63001
97169,RUTIN,MG,,63001
97170,Rétinol,MG,,63001
97171,Sakkarose,MG,,63001
97172,SALAC,MG,,63001
97173,Salt,MG,,63001
97174,Salt deklaration,MG,,63001
97175,Salt labelling,MG,,63001
97176,SAPON,MG,,63001
97177,Satd FA /100g FA,MG,,63001
97178,Satd FA /100g fd,MG,,63001
97179,Scopoletin,MG,,63001
97180,Season,MG,,63001
97181,Secoisolariciresinol,MG,,63001
97182,SED,MG,,63001
97183,Selen,MG,,63001
97184,SER,MG,,63001
97185,Serin,MG,,63001
97186,SEROTN,MG,,63001
97187,Serotonin,MG,,63001
97188,SHIKAC,MG,,63001
97189,Significant figures,MG,,63001
97190,Silicium,MG,,63001
97191,Sinapaldehyde,MG,,63001
97192,SINPAC,MG,,63001
97193,SITSTR,MG,,63001
97194,SMILES,MG,,63001
97195,SML,MG,,63001
97196,SMR,MG,,63001
97197,SN.1,MG,,63001
97198,SOLAA,MG,,63001
97199,Somme des macronutriments,MG,,63001
97200,Somme des macronutriments (SOP),MG,,63001
97201,SOP,MG,,63001
97202,SortKey,MG,,63001
97203,SORTL,MG,,63001
97204,Species/Subspecies,MG,,63001
97205,SPERDN,MG,,63001
97206,Spermin,MG,,63001
97207,Spermine,MG,,63001
97208,SPERN,MG,,63001
97209,Spoor / Verrijkt/Trace / Fortified,MG,,63001
97210,SQUAL,MG,,63001
97211,STARCH-,MG,,63001
97212,Starch/Glycogen,MG,,63001
97213,STARCHAVLDF,MG,,63001
97214,STARCHM,MG,,63001
97215,STARES,MG,,63001
97216,STARES3,MG,,63001
97217,STAS,MG,,63001
97218,STASM,MG,,63001
97219,Steroler,MG,,63001
97220,Sterols,MG,,63001
97221,STERT,MG,,63001
97222,STGSTR,MG,,63001
97223,Stilbenes,MG,,63001
97224,Stivelse/Glykogen,MG,,63001
97225,SUCAC,MG,,63001
97226,SUCS,MG,,63001
97227,SUCSM,MG,,63001
97228,SUGAD,MG,,63001
97229,SUGAR,MG,,63001
97230,SUGAR-,MG,,63001
97231,SUGARM,MG,,63001
97232,SUGNRD,MG,,63001
97233,SUGRD,MG,,63001
97234,Sukkerstoffer,MG,,63001
97235,Svind,MG,,63001
97236,Svovl,MG,,63001
97237,Synoniem,MG,,63001
97238,SYRAC,MG,,63001
97239,Syringaldehyde,MG,,63001
97240,Syringaresinol,MG,,63001
97241,TAN,MG,,63001
97242,Tannins,MG,,63001
97243,TARAC,MG,,63001
97244,TAU,MG,,63001
97245,Taurin,MG,,63001
97246,TGLY,MG,,63001
97247,THIA,MG,,63001
97248,THIA-,MG,,63001
97249,THIAHCL,MG,,63001
97250,Thiamin (B1-vitamin),MG,,63001
97251,Thiamin (Vit B1),MG,,63001
97252,Thiamin (Vitamin B1),MG,,63001
97253,Thiamine,MG,,63001
97254,Thiamine (vitamin B1),MG,,63001
97255,Thiamine (vitamine B1),MG,,63001
97256,THR,MG,,63001
97257,Threonin,MG,,63001
97258,Tilsat Sukker,MG,,63001
97259,TitelDansk,MG,,63001
97260,TitleEnglish,MG,,63001
97261,TitleOriginal,MG,,63001
97262,TOCPHA,MG,,63001
97263,TOCPHA(IU),MG,,63001
97264,TOCPHB,MG,,63001
97265,TOCPHB_A_TOCPHG,MG,,63001
97266,TOCPHD,MG,,63001
97267,TOCPHG,MG,,63001
97268,TOCPHT,MG,,63001
97269,TOCTRA,MG,,63001
97270,TOCTRB,MG,,63001
97271,TOCTRD,MG,,63001
97272,TOCTRG,MG,,63001
97273,Toxic trace elements and contaminants,MG,,63001
97274,Trachelogenin,MG,,63001
97275,Trans FAs /100g FA,MG,,63001
97276,trans monounsaturated /100g FA,MG,,63001
97277,trans poly /100g FA,MG,,63001
97278,TRES,MG,,63001
97279,TRP,MG,,63001
97280,Tryptofan,MG,,63001
97281,Tryptophan/60,MG,,63001
97282,Tryptophane,MG,,63001
97283,TYR,MG,,63001
97284,TYRA,MG,,63001
97285,Tyramin,MG,,63001
97286,Tyramine,MG,,63001
97287,Tyrosin,MG,,63001
97288,Tyrosols,MG,,63001
97289,Tørstof,MG,,63001
97290,Umbelliferone,MG,,63001
97291,unknown C16 poly /100g FA,MG,,63001
97292,unknown C18 poly /100g FA,MG,,63001
97293,unknown C20 poly /100 FA,MG,,63001
97294,unknown C22 poly /100g FA,MG,,63001
97295,Uopløselige kostfibre,MG,,63001
97296,URL,MG,,63001
97297,VAL,MG,,63001
97298,Valin,MG,,63001
97299,VANAC,MG,,63001
97300,Vanillin,MG,,63001
97301,VERS,MG,,63001
97302,VIOLX,MG,,63001
97303,VITA,MG,,63001
97304,VITA-,MG,,63001
97305,VITA-(IU),MG,,63001
97306,VITA_RAE,MG,,63001
97307,VITA_RE,MG,,63001
97308,VITAACT,MG,,63001
97309,"Vitamin A, retinol",MG,,63001
97310,Vitamin B1 or Thiamin,MG,,63001
97311,Vitamin B12,MG,,63001
97312,Vitamin B2 or Riboflavin,MG,,63001
97313,Vitamin B3 or Niacin,MG,,63001
97314,Vitamin B6,MG,,63001
97315,Vitamin C,MG,,63001
97316,Vitamin D,MG,,63001
97317,Vitamin D2,MG,,63001
97318,Vitamin D3,MG,,63001
97319,Vitamin K,MG,,63001
97320,Vitamin K1,MG,,63001
97321,Vitamin K2,MG,,63001
97322,Vitamine A (exprimée en équivalent rétinol),MG,,63001
97323,Vitamine B12,MG,,63001
97324,Vitamine B6,MG,,63001
97325,Vitamine C,MG,,63001
97326,Vitamine D,MG,,63001
97327,Vitaminer,MG,,63001
97328,Vitamins,MG,,63001
97329,VITB12,MG,,63001
97330,VITB6,MG,,63001
97331,VITB6-,MG,,63001
97332,VITB6A,MG,,63001
97333,VITB6C,MG,,63001
97334,VITC,MG,,63001
97335,VITC-,MG,,63001
97336,VITD,MG,,63001
97337,VITD-,MG,,63001
97338,VITDEQ,MG,,63001
97339,VITE,MG,,63001
97340,VITE-,MG,,63001
97341,VITE-(IU),MG,,63001
97342,VITEA(IU),MG,,63001
97343,Vitisin A,MG,,63001
97344,VITK,MG,,63001
97345,VITK1,MG,,63001
97346,VITK2,MG,,63001
97347,Voedingsstof,MG,,63001
97348,Voedingsstofgroep,MG,,63001
97349,Volume,MG,,63001
97350,WASTE,MG,,63001
97351,WAX,MG,,63001
97352,Xanthohumol,MG,,63001
97353,XFA (internal use),MG,,63001
97354,XYLS,MG,,63001
97355,XYLTL,MG,,63001
97356,Year,MG,,63001
97357,ZEA,MG,,63001
97358,Zink,MG,,63001
97359,Energie,MG,,63001
97360,Equivalent beta-carotene ou,MG,,63001
97361,ParameterNavn,MG,,63001
