id,name,unit_name,source
103389,THIA,MG,Frida_5.5_Dataset.ods
103390,THR,MG,Frida_5.5_Dataset.ods
103391,TOCPHA,MG,Frida_5.5_Dataset.ods
103392,TOCPHB,MG,Frida_5.5_Dataset.ods
103393,TOCPHD,MG,Frida_5.5_Dataset.ods
103394,TOCPHG,MG,Frida_5.5_Dataset.ods
103395,TOCTRA,MG,Frida_5.5_Dataset.ods
103396,TRP,MG,Frida_5.5_Dataset.ods
103397,TYR,MG,Frida_5.5_Dataset.ods
103398,TYRA,MG,Frida_5.5_Dataset.ods
103399,Taurin,MG,Frida_5.5_Dataset.ods
103400,Thiamin (B1-vitamin),MG,Frida_5.5_Dataset.ods
103401,Thiamin (Vitamin B1),MG,Frida_5.5_Dataset.ods
103402,Thiamine,MG,Frida_5.5_Dataset.ods
103403,Threonin,MG,Frida_5.5_Dataset.ods
103404,Tilsat Sukker,MG,Frida_5.5_Dataset.ods
103405,TitelDansk,MG,Frida_5.5_Dataset.ods
103406,TitleEnglish,MG,Frida_5.5_Dataset.ods
103407,TitleOriginal,MG,Frida_5.5_Dataset.ods
103408,Tryptofan,MG,Frida_5.5_Dataset.ods
103409,Tyramin,MG,Frida_5.5_Dataset.ods
103410,Tyramine,MG,Frida_5.5_Dataset.ods
103411,Tyrosin,MG,Frida_5.5_Dataset.ods
103412,Tørstof,MG,Frida_5.5_Dataset.ods
103413,URL,MG,Frida_5.5_Dataset.ods
103414,Uopløselige kostfibre,MG,Frida_5.5_Dataset.ods
103415,VAL,MG,Frida_5.5_Dataset.ods
103416,VITA,MG,Frida_5.5_Dataset.ods
103417,VITB12,MG,Frida_5.5_Dataset.ods
103418,VITB6,MG,Frida_5.5_Dataset.ods
103419,VITC,MG,Frida_5.5_Dataset.ods
103420,VITD,MG,Frida_5.5_Dataset.ods
103421,VITE,MG,Frida_5.5_Dataset.ods
103422,VITK,MG,Frida_5.5_Dataset.ods
103423,VITK1,MG,Frida_5.5_Dataset.ods
103424,VITK2,MG,Frida_5.5_Dataset.ods
103425,Valin,MG,Frida_5.5_Dataset.ods
103426,Vitamin B12,MG,Frida_5.5_Dataset.ods
103427,Vitamin B6,MG,Frida_5.5_Dataset.ods
103428,Vitamin C,MG,Frida_5.5_Dataset.ods
103429,Vitamin D,MG,Frida_5.5_Dataset.ods
103430,Vitamin D2,MG,Frida_5.5_Dataset.ods
103431,Vitamin D3,MG,Frida_5.5_Dataset.ods
103432,Vitamin K,MG,Frida_5.5_Dataset.ods
103433,Vitamin K1,MG,Frida_5.5_Dataset.ods
103434,Vitamin K2,MG,Frida_5.5_Dataset.ods
103435,Vitaminer,MG,Frida_5.5_Dataset.ods
103436,Vitamins,MG,Frida_5.5_Dataset.ods
103437,Volume,MG,Frida_5.5_Dataset.ods
103438,WASTE,MG,Frida_5.5_Dataset.ods
103439,Waste,MG,Frida_5.5_Dataset.ods
103440,XYLTL,MG,Frida_5.5_Dataset.ods
103441,Year,MG,Frida_5.5_Dataset.ods
103442,Zink,MG,Frida_5.5_Dataset.ods
103443,alfa-Tokoferol,MG,Frida_5.5_Dataset.ods
103444,alfa-Tokotrienol,MG,Frida_5.5_Dataset.ods
103445,alpha-Tocopherol,MG,Frida_5.5_Dataset.ods
103446,alpha-Tocotrienol,MG,Frida_5.5_Dataset.ods
103447,beta-Caroten,MG,Frida_5.5_Dataset.ods
103448,beta-Carotene,MG,Frida_5.5_Dataset.ods
103449,beta-Tocopherol,MG,Frida_5.5_Dataset.ods
103450,beta-Tokoferol,MG,Frida_5.5_Dataset.ods
103451,cLogP,MG,Frida_5.5_Dataset.ods
103452,cis-beta-Caroten,MG,Frida_5.5_Dataset.ods
103453,delta-Tocopherol,MG,Frida_5.5_Dataset.ods
103454,delta-Tokoferol,MG,Frida_5.5_Dataset.ods
103455,gamma-Tocopherol,MG,Frida_5.5_Dataset.ods
103456,gamma-Tokoferol,MG,Frida_5.5_Dataset.ods
103457,→ParameterNavn,MG,Frida_5.5_Dataset.ods
