id,name,unit_name,source
99452,NT(g),MG,BioFoodComp4.0.xlsx
99453,NWHEY(g),MG,BioFoodComp4.0.xlsx
99454,OA(g),MG,BioFoodComp4.0.xlsx
99455,OLSAC (g),MG,BioFoodComp4.0.xlsx
99456,OLSAC(g),MG,BioFoodComp4.0.xlsx
99457,ORN(mg),MG,BioFoodComp4.0.xlsx
99458,OXALAC (mg),MG,BioFoodComp4.0.xlsx
99459,OXALAC(mg),MG,BioFoodComp4.0.xlsx
99460,Other,MG,BioFoodComp4.0.xlsx
99461,Other bioactive compounds,MG,BioFoodComp4.0.xlsx
99462,Other nitrogen-containing components,MG,BioFoodComp4.0.xlsx
99463,P(mg),MG,BioFoodComp4.0.xlsx
99464,PANTAC(mg),MG,BioFoodComp4.0.xlsx
99465,PAPOLY(mg),MG,BioFoodComp4.0.xlsx
99466,PB(mcg),MG,BioFoodComp4.0.xlsx
99467,PCHOUAC(mg),MG,BioFoodComp4.0.xlsx
99468,PCHOUAC(mg).1,MG,BioFoodComp4.0.xlsx
99469,PECT(g),MG,BioFoodComp4.0.xlsx
99470,PHE(mg),MG,BioFoodComp4.0.xlsx
99471,PHENAC(mg),MG,BioFoodComp4.0.xlsx
99472,PHE_A_TYR(mg),MG,BioFoodComp4.0.xlsx
99473,PHOAC(g),MG,BioFoodComp4.0.xlsx
99474,PHOETHN(g),MG,BioFoodComp4.0.xlsx
99475,PHOINOTL(g),MG,BioFoodComp4.0.xlsx
99476,PHOLIP(g),MG,BioFoodComp4.0.xlsx
99477,PHOSER(g),MG,BioFoodComp4.0.xlsx
99478,PHYT-,MG,BioFoodComp4.0.xlsx
99479,PHYT-(mg),MG,BioFoodComp4.0.xlsx
99480,PHYTC-(mg),MG,BioFoodComp4.0.xlsx
99481,PHYTCPP(mg),MG,BioFoodComp4.0.xlsx
99482,PHYTCPPD(mg),MG,BioFoodComp4.0.xlsx
99483,PHYTCPPI(mg),MG,BioFoodComp4.0.xlsx
99484,PHYTOENE(mcg),MG,BioFoodComp4.0.xlsx
99485,PHYTOFLUENCE(mcg),MG,BioFoodComp4.0.xlsx
99486,POLYPHENT(mg),MG,BioFoodComp4.0.xlsx
99487,PP-(mg),MG,BioFoodComp4.0.xlsx
99488,PPD(mg),MG,BioFoodComp4.0.xlsx
99489,PPI(mg),MG,BioFoodComp4.0.xlsx
99490,PRO(mg),MG,BioFoodComp4.0.xlsx
99491,PROANTCYA(mg),MG,BioFoodComp4.0.xlsx
99492,PROCYA(mcg),MG,BioFoodComp4.0.xlsx
99493,PROT-(g),MG,BioFoodComp4.0.xlsx
99494,PROTA(g),MG,BioFoodComp4.0.xlsx
99495,PROTAN(g),MG,BioFoodComp4.0.xlsx
99496,PROTCNA(g),MG,BioFoodComp4.0.xlsx
99497,PROTCNP(g),MG,BioFoodComp4.0.xlsx
99498,PROTCNT(g),MG,BioFoodComp4.0.xlsx
99499,PROTPL(g),MG,BioFoodComp4.0.xlsx
99500,PSACNC(g),MG,BioFoodComp4.0.xlsx
99501,PSACNSI(g),MG,BioFoodComp4.0.xlsx
99502,PSACNSS(g),MG,BioFoodComp4.0.xlsx
99503,PYRXN (mg),MG,BioFoodComp4.0.xlsx
99504,PYRXN(mg),MG,BioFoodComp4.0.xlsx
99505,PYRXNHCL(mg),MG,BioFoodComp4.0.xlsx
99506,Plant sterols,MG,BioFoodComp4.0.xlsx
99507,Polyols,MG,BioFoodComp4.0.xlsx
99508,Processing,MG,BioFoodComp4.0.xlsx
99509,Publication year,MG,BioFoodComp4.0.xlsx
99510,QUERCE(mcg),MG,BioFoodComp4.0.xlsx
99511,QUINAC(mg),MG,BioFoodComp4.0.xlsx
99512,RAFS(g),MG,BioFoodComp4.0.xlsx
99513,RAFSM(g),MG,BioFoodComp4.0.xlsx
99514,RB(mg),MG,BioFoodComp4.0.xlsx
99515,RESVTROL(mcg),MG,BioFoodComp4.0.xlsx
99516,RETOL(IU),MG,BioFoodComp4.0.xlsx
99517,RETOL(mcg),MG,BioFoodComp4.0.xlsx
99518,RETOL13(mcg),MG,BioFoodComp4.0.xlsx
99519,RETOLDH(mcg),MG,BioFoodComp4.0.xlsx
99520,RETOLEQ(mcg),MG,BioFoodComp4.0.xlsx
99521,RHAS(g),MG,BioFoodComp4.0.xlsx
99522,RIBF(mg),MG,BioFoodComp4.0.xlsx
99523,RIBS(g),MG,BioFoodComp4.0.xlsx
99524,RUTIN(mcg),MG,BioFoodComp4.0.xlsx
99525,RdV,MG,BioFoodComp4.0.xlsx
99526,Riboflavin (vitamin B2),MG,BioFoodComp4.0.xlsx
99527,S(mg),MG,BioFoodComp4.0.xlsx
99528,SALAC(mg),MG,BioFoodComp4.0.xlsx
99529,SAPON(mg),MG,BioFoodComp4.0.xlsx
99530,SB(mcg),MG,BioFoodComp4.0.xlsx
99531,SE(mcg),MG,BioFoodComp4.0.xlsx
99532,SED,MG,BioFoodComp4.0.xlsx
99533,SER(mg),MG,BioFoodComp4.0.xlsx
99534,SHIKAC(mg),MG,BioFoodComp4.0.xlsx
99535,SI(mcg),MG,BioFoodComp4.0.xlsx
99536,SINPAC(mg),MG,BioFoodComp4.0.xlsx
99537,SITSTR(mg),MG,BioFoodComp4.0.xlsx
99538,SML,MG,BioFoodComp4.0.xlsx
99539,SMR,MG,BioFoodComp4.0.xlsx
99540,SN(mcg),MG,BioFoodComp4.0.xlsx
99541,SN(mcg).1,MG,BioFoodComp4.0.xlsx
99542,SOLAA(mg),MG,BioFoodComp4.0.xlsx
99543,SORTL(mg),MG,BioFoodComp4.0.xlsx
99544,SQUAL(mg),MG,BioFoodComp4.0.xlsx
99545,SR(mcg),MG,BioFoodComp4.0.xlsx
99546,STARCH(g),MG,BioFoodComp4.0.xlsx
99547,STARCH-(g),MG,BioFoodComp4.0.xlsx
99548,STARCHAVLDF(g),MG,BioFoodComp4.0.xlsx
99549,STARCHM(g),MG,BioFoodComp4.0.xlsx
99550,STARES(g),MG,BioFoodComp4.0.xlsx
99551,STARES3(g),MG,BioFoodComp4.0.xlsx
99552,STAS(g),MG,BioFoodComp4.0.xlsx
99553,STASM(g),MG,BioFoodComp4.0.xlsx
99554,STERT(g),MG,BioFoodComp4.0.xlsx
99555,STERT(mg),MG,BioFoodComp4.0.xlsx
99556,STGSTR(mg),MG,BioFoodComp4.0.xlsx
99557,SUCAC(mg),MG,BioFoodComp4.0.xlsx
99558,SUCS(g),MG,BioFoodComp4.0.xlsx
99559,SUCSM(g),MG,BioFoodComp4.0.xlsx
99560,SUGAR(g),MG,BioFoodComp4.0.xlsx
99561,SUGAR-(g),MG,BioFoodComp4.0.xlsx
99562,SUGARM(g),MG,BioFoodComp4.0.xlsx
99563,SUGNRD(g),MG,BioFoodComp4.0.xlsx
99564,SUGRD(g),MG,BioFoodComp4.0.xlsx
99565,SYRAC(mg),MG,BioFoodComp4.0.xlsx
99566,Season,MG,BioFoodComp4.0.xlsx
99567,Species/Subspecies,MG,BioFoodComp4.0.xlsx
99568,Species/subspecies,MG,BioFoodComp4.0.xlsx
99569,Sterols,MG,BioFoodComp4.0.xlsx
99570,TAN(mg),MG,BioFoodComp4.0.xlsx
99571,TARAC(mg),MG,BioFoodComp4.0.xlsx
99572,TAU(mg),MG,BioFoodComp4.0.xlsx
99573,TGLY(g),MG,BioFoodComp4.0.xlsx
99574,THIA(mg),MG,BioFoodComp4.0.xlsx
99575,THIA-(mg),MG,BioFoodComp4.0.xlsx
99576,THIAHCL(mg),MG,BioFoodComp4.0.xlsx
99577,THR(mg),MG,BioFoodComp4.0.xlsx
99578,TI(mcg),MG,BioFoodComp4.0.xlsx
99579,TOCPHA(IU),MG,BioFoodComp4.0.xlsx
99580,TOCPHA(mg),MG,BioFoodComp4.0.xlsx
99581,TOCPHB(mg),MG,BioFoodComp4.0.xlsx
99582,TOCPHB_A_TOCPHG(mg),MG,BioFoodComp4.0.xlsx
99583,TOCPHD(mg),MG,BioFoodComp4.0.xlsx
99584,TOCPHG(mg),MG,BioFoodComp4.0.xlsx
99585,TOCPHT(mg),MG,BioFoodComp4.0.xlsx
99586,TOCTRA(mg),MG,BioFoodComp4.0.xlsx
99587,TOCTRB(mg),MG,BioFoodComp4.0.xlsx
99588,TOCTRD(mg),MG,BioFoodComp4.0.xlsx
99589,TOCTRG(mg),MG,BioFoodComp4.0.xlsx
99590,TRES(g),MG,BioFoodComp4.0.xlsx
99591,TRP(mg),MG,BioFoodComp4.0.xlsx
99592,TYR(mg),MG,BioFoodComp4.0.xlsx
99593,Tannins,MG,BioFoodComp4.0.xlsx
99594,Thiamin (vitamin B1),MG,BioFoodComp4.0.xlsx
99595,Toxic trace elements and contaminants,MG,BioFoodComp4.0.xlsx
99596,V(mcg),MG,BioFoodComp4.0.xlsx
99597,VAL(mg),MG,BioFoodComp4.0.xlsx
99598,VANAC(mg),MG,BioFoodComp4.0.xlsx
99599,VERS(g),MG,BioFoodComp4.0.xlsx
99600,VIOLX(mcg),MG,BioFoodComp4.0.xlsx
99601,VITA(mcg),MG,BioFoodComp4.0.xlsx
99602,VITA-(IU),MG,BioFoodComp4.0.xlsx
99603,VITA-(mcg),MG,BioFoodComp4.0.xlsx
99604,VITAACT(mcg),MG,BioFoodComp4.0.xlsx
99605,VITA_RAE(mcg),MG,BioFoodComp4.0.xlsx
99606,VITB12(mcg),MG,BioFoodComp4.0.xlsx
99607,VITB6-(mg),MG,BioFoodComp4.0.xlsx
99608,VITB6A(mg),MG,BioFoodComp4.0.xlsx
99609,VITB6C(mg),MG,BioFoodComp4.0.xlsx
99610,VITC(mg),MG,BioFoodComp4.0.xlsx
99611,VITC-(mg),MG,BioFoodComp4.0.xlsx
99612,VITD(mcg),MG,BioFoodComp4.0.xlsx
99613,VITD-(mcg),MG,BioFoodComp4.0.xlsx
99614,VITDEQ(mcg),MG,BioFoodComp4.0.xlsx
99615,VITE(mg),MG,BioFoodComp4.0.xlsx
99616,VITE-(IU),MG,BioFoodComp4.0.xlsx
99617,VITE-(mg),MG,BioFoodComp4.0.xlsx
99618,VITEA(IU),MG,BioFoodComp4.0.xlsx
99619,VITK(mcg),MG,BioFoodComp4.0.xlsx
99620,VITK1(mcg),MG,BioFoodComp4.0.xlsx
99621,VITK2(mcg),MG,BioFoodComp4.0.xlsx
99622,"Vitamin A, retinol",MG,BioFoodComp4.0.xlsx
99623,Vitamin B12,MG,BioFoodComp4.0.xlsx
99624,Vitamin B6,MG,BioFoodComp4.0.xlsx
99625,Vitamin C,MG,BioFoodComp4.0.xlsx
99626,Vitamin D,MG,BioFoodComp4.0.xlsx
99627,Vitamin K,MG,BioFoodComp4.0.xlsx
99628,Vitamins,MG,BioFoodComp4.0.xlsx
99629,WAX(g),MG,BioFoodComp4.0.xlsx
99630,WAX(mg),MG,BioFoodComp4.0.xlsx
99631,XFA (internal use),MG,BioFoodComp4.0.xlsx
99632,XYLS(g),MG,BioFoodComp4.0.xlsx
99633,ZEA(mcg),MG,BioFoodComp4.0.xlsx
99634,ZN(mg),MG,BioFoodComp4.0.xlsx
