generic_nutrient_id	generic_name	generic_compact	specific_nutrient_id	specific_name	specific_compact	specific_source	rule
1258	Fatty acids, total saturated	fatty acids total saturated	2014	MUFA 22:1 n-9	mufa 22 1 n 9	existing	fatty_acids_total_to_individual_existing
1258	Fatty acids, total saturated	fatty acids total saturated	2015	MUFA 22:1 n-11	mufa 22 1 n 11	existing	fatty_acids_total_to_individual_existing
1258	Fatty acids, total saturated	fatty acids total saturated	2016	PUFA 18:2 c	pufa 18 2 c	existing	fatty_acids_total_to_individual_existing
1258	Fatty acids, total saturated	fatty acids total saturated	2017	TFA 18:2 t	tfa 18 2 t	existing	fatty_acids_total_to_individual_existing
1258	Fatty acids, total saturated	fatty acids total saturated	2018	PUFA 18:3 c	pufa 18 3 c	existing	fatty_acids_total_to_individual_existing
1258	Fatty acids, total saturated	fatty acids total saturated	2019	TFA 18:3 t	tfa 18 3 t	existing	fatty_acids_total_to_individual_existing
1258	Fatty acids, total saturated	fatty acids total saturated	2020	PUFA 20:3 c	pufa 20 3 c	existing	fatty_acids_total_to_individual_existing
1258	Fatty acids, total saturated	fatty acids total saturated	2021	PUFA 22:3	pufa 22 3	existing	fatty_acids_total_to_individual_existing
1258	Fatty acids, total saturated	fatty acids total saturated	2022	PUFA 20:4c	pufa 20 4c	existing	fatty_acids_total_to_individual_existing
1258	Fatty acids, total saturated	fatty acids total saturated	2023	PUFA 20:5c	pufa 20 5c	existing	fatty_acids_total_to_individual_existing
1258	Fatty acids, total saturated	fatty acids total saturated	2024	PUFA 22:5 c	pufa 22 5 c	existing	fatty_acids_total_to_individual_existing
1258	Fatty acids, total saturated	fatty acids total saturated	2025	PUFA 22:6 c	pufa 22 6 c	existing	fatty_acids_total_to_individual_existing
1258	Fatty acids, total saturated	fatty acids total saturated	2026	PUFA 20:2 c	pufa 20 2 c	existing	fatty_acids_total_to_individual_existing
1258	Fatty acids, total saturated	fatty acids total saturated	96718	FA 10:0	fa 10 0	existing	fatty_acids_total_to_individual_existing
1258	Fatty acids, total saturated	fatty acids total saturated	96719	FA 12:0	fa 12 0	existing	fatty_acids_total_to_individual_existing
1258	Fatty acids, total saturated	fatty acids total saturated	96720	FA 14:0	fa 14 0	existing	fatty_acids_total_to_individual_existing
1258	Fatty acids, total saturated	fatty acids total saturated	96721	FA 16:0	fa 16 0	existing	fatty_acids_total_to_individual_existing
1258	Fatty acids, total saturated	fatty acids total saturated	96722	FA 18:0	fa 18 0	existing	fatty_acids_total_to_individual_existing
1258	Fatty acids, total saturated	fatty acids total saturated	96723	FA 18:1 n-9 cis	fa 18 1 n 9 cis	existing	fatty_acids_total_to_individual_existing
1258	Fatty acids, total saturated	fatty acids total saturated	96724	FA 18:2 9c,12c (n-6)	fa 18 2 9c 12c n 6	existing	fatty_acids_total_to_individual_existing
1258	Fatty acids, total saturated	fatty acids total saturated	96725	FA 18:3 c9,c12,c15 (n-3)	fa 18 3 c9 c12 c15 n 3	existing	fatty_acids_total_to_individual_existing
1258	Fatty acids, total saturated	fatty acids total saturated	96726	FA 20:4 5c,8c,11c,14c (n-6)	fa 20 4 5c 8c 11c 14c n 6	existing	fatty_acids_total_to_individual_existing
1258	Fatty acids, total saturated	fatty acids total saturated	96727	FA 4:0	fa 4 0	existing	fatty_acids_total_to_individual_existing
1258	Fatty acids, total saturated	fatty acids total saturated	96728	FA 6:0	fa 6 0	existing	fatty_acids_total_to_individual_existing
1258	Fatty acids, total saturated	fatty acids total saturated	96729	FA 8:0	fa 8 0	existing	fatty_acids_total_to_individual_existing
1258	Fatty acids, total saturated	fatty acids total saturated	240075	5,3',4'-Trihydroxy-3-methoxy-6:7-methylenedioxyflavone 4'-O-glucuronide	5 3 4 trihydroxy 3 methoxy 6 7 methylenedioxyflavone 4 o glucuronide	existing	fatty_acids_total_to_individual_existing
1258	Fatty acids, total saturated	fatty acids total saturated	240076	5,4'-Dihydroxy-3,3'-dimethoxy-6:7-methylenedioxyflavone 4'-O-glucuronide	5 4 dihydroxy 3 3 dimethoxy 6 7 methylenedioxyflavone 4 o glucuronide	existing	fatty_acids_total_to_individual_existing
1258	Fatty acids, total saturated	fatty acids total saturated	250036	Fatty acid 10:0	fatty acid 10 0	existing	fatty_acids_total_to_individual_existing
1258	Fatty acids, total saturated	fatty acids total saturated	250037	Fatty acid 12:0	fatty acid 12 0	existing	fatty_acids_total_to_individual_existing
1258	Fatty acids, total saturated	fatty acids total saturated	250038	Fatty acid 14:0	fatty acid 14 0	existing	fatty_acids_total_to_individual_existing
1258	Fatty acids, total saturated	fatty acids total saturated	250039	Fatty acid 15:0	fatty acid 15 0	existing	fatty_acids_total_to_individual_existing
1258	Fatty acids, total saturated	fatty acids total saturated	250040	Fatty acid 16:0	fatty acid 16 0	existing	fatty_acids_total_to_individual_existing
1258	Fatty acids, total saturated	fatty acids total saturated	250041	Fatty acid 17:0	fatty acid 17 0	existing	fatty_acids_total_to_individual_existing
1258	Fatty acids, total saturated	fatty acids total saturated	250042	Fatty acid 18:0	fatty acid 18 0	existing	fatty_acids_total_to_individual_existing
1258	Fatty acids, total saturated	fatty acids total saturated	250043	Fatty acid 20:0	fatty acid 20 0	existing	fatty_acids_total_to_individual_existing
1258	Fatty acids, total saturated	fatty acids total saturated	250044	Fatty acid 22:0	fatty acid 22 0	existing	fatty_acids_total_to_individual_existing
1258	Fatty acids, total saturated	fatty acids total saturated	250045	Fatty acid 24:0	fatty acid 24 0	existing	fatty_acids_total_to_individual_existing
1258	Fatty acids, total saturated	fatty acids total saturated	250046	Fatty acid 10:1	fatty acid 10 1	existing	fatty_acids_total_to_individual_existing
1258	Fatty acids, total saturated	fatty acids total saturated	250047	Fatty acid 14:1	fatty acid 14 1	existing	fatty_acids_total_to_individual_existing
1258	Fatty acids, total saturated	fatty acids total saturated	250048	Fatty acid 15:1	fatty acid 15 1	existing	fatty_acids_total_to_individual_existing
1258	Fatty acids, total saturated	fatty acids total saturated	250049	Fatty acid 16:1	fatty acid 16 1	existing	fatty_acids_total_to_individual_existing
1258	Fatty acids, total saturated	fatty acids total saturated	250050	Fatty acid 17:1	fatty acid 17 1	existing	fatty_acids_total_to_individual_existing
1258	Fatty acids, total saturated	fatty acids total saturated	250051	Fatty acid 18:1 undifferentiated	fatty acid 18 1 undifferentiated	existing	fatty_acids_total_to_individual_existing
1258	Fatty acids, total saturated	fatty acids total saturated	250052	Fatty acid 20:1	fatty acid 20 1	existing	fatty_acids_total_to_individual_existing
1258	Fatty acids, total saturated	fatty acids total saturated	250053	Fatty acid 22:1	fatty acid 22 1	existing	fatty_acids_total_to_individual_existing
1258	Fatty acids, total saturated	fatty acids total saturated	250054	Fatty acid 24:1	fatty acid 24 1	existing	fatty_acids_total_to_individual_existing
1258	Fatty acids, total saturated	fatty acids total saturated	250055	Fatty acid 16:2	fatty acid 16 2	existing	fatty_acids_total_to_individual_existing
1258	Fatty acids, total saturated	fatty acids total saturated	250056	Fatty acid 16:3	fatty acid 16 3	existing	fatty_acids_total_to_individual_existing
1258	Fatty acids, total saturated	fatty acids total saturated	250057	Fatty acid 16:4	fatty acid 16 4	existing	fatty_acids_total_to_individual_existing
1258	Fatty acids, total saturated	fatty acids total saturated	250058	Fatty acid 18:2 n-6	fatty acid 18 2 n 6	existing	fatty_acids_total_to_individual_existing
1258	Fatty acids, total saturated	fatty acids total saturated	250059	Fatty acid 18:3 n-3	fatty acid 18 3 n 3	existing	fatty_acids_total_to_individual_existing
1258	Fatty acids, total saturated	fatty acids total saturated	250060	Fatty acid 18:3 n-6	fatty acid 18 3 n 6	existing	fatty_acids_total_to_individual_existing
1258	Fatty acids, total saturated	fatty acids total saturated	250061	Fatty acid 18:4 n-3	fatty acid 18 4 n 3	existing	fatty_acids_total_to_individual_existing
1258	Fatty acids, total saturated	fatty acids total saturated	250062	Fatty acid 20:2 n-6	fatty acid 20 2 n 6	existing	fatty_acids_total_to_individual_existing
1258	Fatty acids, total saturated	fatty acids total saturated	250063	Fatty acid 20:3 n-6	fatty acid 20 3 n 6	existing	fatty_acids_total_to_individual_existing
1258	Fatty acids, total saturated	fatty acids total saturated	250064	Fatty acid 20:4 n-3	fatty acid 20 4 n 3	existing	fatty_acids_total_to_individual_existing
1258	Fatty acids, total saturated	fatty acids total saturated	250065	Fatty acid 20:4 n-6	fatty acid 20 4 n 6	existing	fatty_acids_total_to_individual_existing
1258	Fatty acids, total saturated	fatty acids total saturated	250066	Fatty acid 20:5 n-3	fatty acid 20 5 n 3	existing	fatty_acids_total_to_individual_existing
1258	Fatty acids, total saturated	fatty acids total saturated	250067	Fatty acid 21:5 n-3	fatty acid 21 5 n 3	existing	fatty_acids_total_to_individual_existing
1258	Fatty acids, total saturated	fatty acids total saturated	250068	Fatty acid 22:2	fatty acid 22 2	existing	fatty_acids_total_to_individual_existing
1258	Fatty acids, total saturated	fatty acids total saturated	250069	Fatty acid 22:4 n-6	fatty acid 22 4 n 6	existing	fatty_acids_total_to_individual_existing
1258	Fatty acids, total saturated	fatty acids total saturated	250070	Fatty acid 22:5 n-3	fatty acid 22 5 n 3	existing	fatty_acids_total_to_individual_existing
1258	Fatty acids, total saturated	fatty acids total saturated	250071	Fatty acid 22:5 n-6	fatty acid 22 5 n 6	existing	fatty_acids_total_to_individual_existing
1258	Fatty acids, total saturated	fatty acids total saturated	250072	Fatty acid 22:6 n-3	fatty acid 22 6 n 3	existing	fatty_acids_total_to_individual_existing
1292	Fatty acids, total monounsaturated	fatty acids total monounsaturated	1259	SFA 4:0	sfa 4 0	existing	fatty_acids_total_to_individual_existing
1292	Fatty acids, total monounsaturated	fatty acids total monounsaturated	1260	SFA 6:0	sfa 6 0	existing	fatty_acids_total_to_individual_existing
1292	Fatty acids, total monounsaturated	fatty acids total monounsaturated	1261	SFA 8:0	sfa 8 0	existing	fatty_acids_total_to_individual_existing
1292	Fatty acids, total monounsaturated	fatty acids total monounsaturated	1262	SFA 10:0	sfa 10 0	existing	fatty_acids_total_to_individual_existing
1292	Fatty acids, total monounsaturated	fatty acids total monounsaturated	1263	SFA 12:0	sfa 12 0	existing	fatty_acids_total_to_individual_existing
1292	Fatty acids, total monounsaturated	fatty acids total monounsaturated	1264	SFA 14:0	sfa 14 0	existing	fatty_acids_total_to_individual_existing
1292	Fatty acids, total monounsaturated	fatty acids total monounsaturated	1265	SFA 16:0	sfa 16 0	existing	fatty_acids_total_to_individual_existing
1292	Fatty acids, total monounsaturated	fatty acids total monounsaturated	1266	SFA 18:0	sfa 18 0	existing	fatty_acids_total_to_individual_existing
1292	Fatty acids, total monounsaturated	fatty acids total monounsaturated	1267	SFA 20:0	sfa 20 0	existing	fatty_acids_total_to_individual_existing
1292	Fatty acids, total monounsaturated	fatty acids total monounsaturated	1268	MUFA 18:1	mufa 18 1	existing	fatty_acids_total_to_individual_existing
1292	Fatty acids, total monounsaturated	fatty acids total monounsaturated	1269	PUFA 18:2	pufa 18 2	existing	fatty_acids_total_to_individual_existing
1292	Fatty acids, total monounsaturated	fatty acids total monounsaturated	1270	PUFA 18:3	pufa 18 3	existing	fatty_acids_total_to_individual_existing
1292	Fatty acids, total monounsaturated	fatty acids total monounsaturated	1271	PUFA 20:4	pufa 20 4	existing	fatty_acids_total_to_individual_existing
1292	Fatty acids, total monounsaturated	fatty acids total monounsaturated	1272	PUFA 22:6 n-3 (DHA)	pufa 22 6 n 3	existing	fatty_acids_total_to_individual_existing
1292	Fatty acids, total monounsaturated	fatty acids total monounsaturated	1273	SFA 22:0	sfa 22 0	existing	fatty_acids_total_to_individual_existing
1292	Fatty acids, total monounsaturated	fatty acids total monounsaturated	1274	MUFA 14:1	mufa 14 1	existing	fatty_acids_total_to_individual_existing
1292	Fatty acids, total monounsaturated	fatty acids total monounsaturated	1275	MUFA 16:1	mufa 16 1	existing	fatty_acids_total_to_individual_existing
1292	Fatty acids, total monounsaturated	fatty acids total monounsaturated	1276	PUFA 18:4	pufa 18 4	existing	fatty_acids_total_to_individual_existing
1292	Fatty acids, total monounsaturated	fatty acids total monounsaturated	1277	MUFA 20:1	mufa 20 1	existing	fatty_acids_total_to_individual_existing
1292	Fatty acids, total monounsaturated	fatty acids total monounsaturated	1278	PUFA 20:5 n-3 (EPA)	pufa 20 5 n 3	existing	fatty_acids_total_to_individual_existing
1292	Fatty acids, total monounsaturated	fatty acids total monounsaturated	1279	MUFA 22:1	mufa 22 1	existing	fatty_acids_total_to_individual_existing
1292	Fatty acids, total monounsaturated	fatty acids total monounsaturated	1280	PUFA 22:5 n-3 (DPA)	pufa 22 5 n 3	existing	fatty_acids_total_to_individual_existing
1292	Fatty acids, total monounsaturated	fatty acids total monounsaturated	1281	TFA 14:1 t	tfa 14 1 t	existing	fatty_acids_total_to_individual_existing
1292	Fatty acids, total monounsaturated	fatty acids total monounsaturated	1299	SFA 15:0	sfa 15 0	existing	fatty_acids_total_to_individual_existing
1292	Fatty acids, total monounsaturated	fatty acids total monounsaturated	1300	SFA 17:0	sfa 17 0	existing	fatty_acids_total_to_individual_existing
1292	Fatty acids, total monounsaturated	fatty acids total monounsaturated	1301	SFA 24:0	sfa 24 0	existing	fatty_acids_total_to_individual_existing
1292	Fatty acids, total monounsaturated	fatty acids total monounsaturated	1303	TFA 16:1 t	tfa 16 1 t	existing	fatty_acids_total_to_individual_existing
1292	Fatty acids, total monounsaturated	fatty acids total monounsaturated	1304	TFA 18:1 t	tfa 18 1 t	existing	fatty_acids_total_to_individual_existing
1292	Fatty acids, total monounsaturated	fatty acids total monounsaturated	1305	TFA 22:1 t	tfa 22 1 t	existing	fatty_acids_total_to_individual_existing
1292	Fatty acids, total monounsaturated	fatty acids total monounsaturated	1306	TFA 18:2 t not further defined	tfa 18 2 t not further defined	existing	fatty_acids_total_to_individual_existing
1292	Fatty acids, total monounsaturated	fatty acids total monounsaturated	1307	PUFA 18:2 i	pufa 18 2 i	existing	fatty_acids_total_to_individual_existing
1292	Fatty acids, total monounsaturated	fatty acids total monounsaturated	1308	PUFA 18:2 t,c	pufa 18 2 t c	existing	fatty_acids_total_to_individual_existing
1292	Fatty acids, total monounsaturated	fatty acids total monounsaturated	1309	PUFA 18:2 c,t	pufa 18 2 c t	existing	fatty_acids_total_to_individual_existing
1292	Fatty acids, total monounsaturated	fatty acids total monounsaturated	1310	TFA 18:2 t,t	tfa 18 2 t t	existing	fatty_acids_total_to_individual_existing
1292	Fatty acids, total monounsaturated	fatty acids total monounsaturated	1311	PUFA 18:2 CLAs	pufa 18 2 clas	existing	fatty_acids_total_to_individual_existing
1292	Fatty acids, total monounsaturated	fatty acids total monounsaturated	1312	MUFA 24:1 c	mufa 24 1 c	existing	fatty_acids_total_to_individual_existing
1292	Fatty acids, total monounsaturated	fatty acids total monounsaturated	1313	PUFA 20:2 n-6 c,c	pufa 20 2 n 6 c c	existing	fatty_acids_total_to_individual_existing
1292	Fatty acids, total monounsaturated	fatty acids total monounsaturated	1314	MUFA 16:1 c	mufa 16 1 c	existing	fatty_acids_total_to_individual_existing
1292	Fatty acids, total monounsaturated	fatty acids total monounsaturated	1315	MUFA 18:1 c	mufa 18 1 c	existing	fatty_acids_total_to_individual_existing
1292	Fatty acids, total monounsaturated	fatty acids total monounsaturated	1316	PUFA 18:2 n-6 c,c	pufa 18 2 n 6 c c	existing	fatty_acids_total_to_individual_existing
1292	Fatty acids, total monounsaturated	fatty acids total monounsaturated	1317	MUFA 22:1 c	mufa 22 1 c	existing	fatty_acids_total_to_individual_existing
1292	Fatty acids, total monounsaturated	fatty acids total monounsaturated	1321	PUFA 18:3 n-6 c,c,c	pufa 18 3 n 6 c c c	existing	fatty_acids_total_to_individual_existing
1292	Fatty acids, total monounsaturated	fatty acids total monounsaturated	1322	SFA 19:0	sfa 19 0	existing	fatty_acids_total_to_individual_existing
1292	Fatty acids, total monounsaturated	fatty acids total monounsaturated	1323	MUFA 17:1	mufa 17 1	existing	fatty_acids_total_to_individual_existing
1292	Fatty acids, total monounsaturated	fatty acids total monounsaturated	1324	PUFA 16:2	pufa 16 2	existing	fatty_acids_total_to_individual_existing
1292	Fatty acids, total monounsaturated	fatty acids total monounsaturated	1325	PUFA 20:3	pufa 20 3	existing	fatty_acids_total_to_individual_existing
1292	Fatty acids, total monounsaturated	fatty acids total monounsaturated	1332	SFA 13:0	sfa 13 0	existing	fatty_acids_total_to_individual_existing
1292	Fatty acids, total monounsaturated	fatty acids total monounsaturated	1333	MUFA 15:1	mufa 15 1	existing	fatty_acids_total_to_individual_existing
1292	Fatty acids, total monounsaturated	fatty acids total monounsaturated	1334	PUFA 22:2	pufa 22 2	existing	fatty_acids_total_to_individual_existing
1292	Fatty acids, total monounsaturated	fatty acids total monounsaturated	1335	SFA 11:0	sfa 11 0	existing	fatty_acids_total_to_individual_existing
1292	Fatty acids, total monounsaturated	fatty acids total monounsaturated	1404	PUFA 18:3 n-3 c,c,c (ALA)	pufa 18 3 n 3 c c c	existing	fatty_acids_total_to_individual_existing
1292	Fatty acids, total monounsaturated	fatty acids total monounsaturated	1405	PUFA 20:3 n-3	pufa 20 3 n 3	existing	fatty_acids_total_to_individual_existing
1292	Fatty acids, total monounsaturated	fatty acids total monounsaturated	1406	PUFA 20:3 n-6	pufa 20 3 n 6	existing	fatty_acids_total_to_individual_existing
1292	Fatty acids, total monounsaturated	fatty acids total monounsaturated	1407	PUFA 20:4 n-3	pufa 20 4 n 3	existing	fatty_acids_total_to_individual_existing
1292	Fatty acids, total monounsaturated	fatty acids total monounsaturated	1408	PUFA 20:4 n-6	pufa 20 4 n 6	existing	fatty_acids_total_to_individual_existing
1292	Fatty acids, total monounsaturated	fatty acids total monounsaturated	1409	PUFA 18:3i	pufa 18 3i	existing	fatty_acids_total_to_individual_existing
1292	Fatty acids, total monounsaturated	fatty acids total monounsaturated	1410	PUFA 21:5	pufa 21 5	existing	fatty_acids_total_to_individual_existing
1292	Fatty acids, total monounsaturated	fatty acids total monounsaturated	1411	PUFA 22:4	pufa 22 4	existing	fatty_acids_total_to_individual_existing
1292	Fatty acids, total monounsaturated	fatty acids total monounsaturated	1412	MUFA 18:1-11 t (18:1t n-7)	mufa 18 1 11 t 18 1t n 7	existing	fatty_acids_total_to_individual_existing
1292	Fatty acids, total monounsaturated	fatty acids total monounsaturated	1413	MUFA 18:1-11 c (18:1c n-7)	mufa 18 1 11 c 18 1c n 7	existing	fatty_acids_total_to_individual_existing
1292	Fatty acids, total monounsaturated	fatty acids total monounsaturated	1414	PUFA 20:3 n-9	pufa 20 3 n 9	existing	fatty_acids_total_to_individual_existing
1292	Fatty acids, total monounsaturated	fatty acids total monounsaturated	2003	SFA 5:0	sfa 5 0	existing	fatty_acids_total_to_individual_existing
1292	Fatty acids, total monounsaturated	fatty acids total monounsaturated	2004	SFA 7:0	sfa 7 0	existing	fatty_acids_total_to_individual_existing
1292	Fatty acids, total monounsaturated	fatty acids total monounsaturated	2005	SFA 9:0	sfa 9 0	existing	fatty_acids_total_to_individual_existing
1292	Fatty acids, total monounsaturated	fatty acids total monounsaturated	2006	SFA 21:0	sfa 21 0	existing	fatty_acids_total_to_individual_existing
1292	Fatty acids, total monounsaturated	fatty acids total monounsaturated	2007	SFA 23:0	sfa 23 0	existing	fatty_acids_total_to_individual_existing
1292	Fatty acids, total monounsaturated	fatty acids total monounsaturated	2008	MUFA 12:1	mufa 12 1	existing	fatty_acids_total_to_individual_existing
1292	Fatty acids, total monounsaturated	fatty acids total monounsaturated	2009	MUFA 14:1 c	mufa 14 1 c	existing	fatty_acids_total_to_individual_existing
1292	Fatty acids, total monounsaturated	fatty acids total monounsaturated	2010	MUFA 17:1 c	mufa 17 1 c	existing	fatty_acids_total_to_individual_existing
1292	Fatty acids, total monounsaturated	fatty acids total monounsaturated	2011	TFA 17:1 t	tfa 17 1 t	existing	fatty_acids_total_to_individual_existing
1292	Fatty acids, total monounsaturated	fatty acids total monounsaturated	2012	MUFA 20:1 c	mufa 20 1 c	existing	fatty_acids_total_to_individual_existing
1292	Fatty acids, total monounsaturated	fatty acids total monounsaturated	2013	TFA 20:1 t	tfa 20 1 t	existing	fatty_acids_total_to_individual_existing
1292	Fatty acids, total monounsaturated	fatty acids total monounsaturated	2014	MUFA 22:1 n-9	mufa 22 1 n 9	existing	fatty_acids_total_to_individual_existing
1292	Fatty acids, total monounsaturated	fatty acids total monounsaturated	2015	MUFA 22:1 n-11	mufa 22 1 n 11	existing	fatty_acids_total_to_individual_existing
1292	Fatty acids, total monounsaturated	fatty acids total monounsaturated	2016	PUFA 18:2 c	pufa 18 2 c	existing	fatty_acids_total_to_individual_existing
1292	Fatty acids, total monounsaturated	fatty acids total monounsaturated	2017	TFA 18:2 t	tfa 18 2 t	existing	fatty_acids_total_to_individual_existing
1292	Fatty acids, total monounsaturated	fatty acids total monounsaturated	2018	PUFA 18:3 c	pufa 18 3 c	existing	fatty_acids_total_to_individual_existing
1292	Fatty acids, total monounsaturated	fatty acids total monounsaturated	2019	TFA 18:3 t	tfa 18 3 t	existing	fatty_acids_total_to_individual_existing
1292	Fatty acids, total monounsaturated	fatty acids total monounsaturated	2020	PUFA 20:3 c	pufa 20 3 c	existing	fatty_acids_total_to_individual_existing
1292	Fatty acids, total monounsaturated	fatty acids total monounsaturated	2021	PUFA 22:3	pufa 22 3	existing	fatty_acids_total_to_individual_existing
1292	Fatty acids, total monounsaturated	fatty acids total monounsaturated	2022	PUFA 20:4c	pufa 20 4c	existing	fatty_acids_total_to_individual_existing
1292	Fatty acids, total monounsaturated	fatty acids total monounsaturated	2023	PUFA 20:5c	pufa 20 5c	existing	fatty_acids_total_to_individual_existing
1292	Fatty acids, total monounsaturated	fatty acids total monounsaturated	2024	PUFA 22:5 c	pufa 22 5 c	existing	fatty_acids_total_to_individual_existing
1292	Fatty acids, total monounsaturated	fatty acids total monounsaturated	2025	PUFA 22:6 c	pufa 22 6 c	existing	fatty_acids_total_to_individual_existing
1292	Fatty acids, total monounsaturated	fatty acids total monounsaturated	2026	PUFA 20:2 c	pufa 20 2 c	existing	fatty_acids_total_to_individual_existing
1292	Fatty acids, total monounsaturated	fatty acids total monounsaturated	96718	FA 10:0	fa 10 0	existing	fatty_acids_total_to_individual_existing
1292	Fatty acids, total monounsaturated	fatty acids total monounsaturated	96719	FA 12:0	fa 12 0	existing	fatty_acids_total_to_individual_existing
1292	Fatty acids, total monounsaturated	fatty acids total monounsaturated	96720	FA 14:0	fa 14 0	existing	fatty_acids_total_to_individual_existing
1292	Fatty acids, total monounsaturated	fatty acids total monounsaturated	96721	FA 16:0	fa 16 0	existing	fatty_acids_total_to_individual_existing
1292	Fatty acids, total monounsaturated	fatty acids total monounsaturated	96722	FA 18:0	fa 18 0	existing	fatty_acids_total_to_individual_existing
1292	Fatty acids, total monounsaturated	fatty acids total monounsaturated	96723	FA 18:1 n-9 cis	fa 18 1 n 9 cis	existing	fatty_acids_total_to_individual_existing
1292	Fatty acids, total monounsaturated	fatty acids total monounsaturated	96724	FA 18:2 9c,12c (n-6)	fa 18 2 9c 12c n 6	existing	fatty_acids_total_to_individual_existing
1292	Fatty acids, total monounsaturated	fatty acids total monounsaturated	96725	FA 18:3 c9,c12,c15 (n-3)	fa 18 3 c9 c12 c15 n 3	existing	fatty_acids_total_to_individual_existing
1292	Fatty acids, total monounsaturated	fatty acids total monounsaturated	96726	FA 20:4 5c,8c,11c,14c (n-6)	fa 20 4 5c 8c 11c 14c n 6	existing	fatty_acids_total_to_individual_existing
1292	Fatty acids, total monounsaturated	fatty acids total monounsaturated	96727	FA 4:0	fa 4 0	existing	fatty_acids_total_to_individual_existing
1292	Fatty acids, total monounsaturated	fatty acids total monounsaturated	96728	FA 6:0	fa 6 0	existing	fatty_acids_total_to_individual_existing
1292	Fatty acids, total monounsaturated	fatty acids total monounsaturated	96729	FA 8:0	fa 8 0	existing	fatty_acids_total_to_individual_existing
1292	Fatty acids, total monounsaturated	fatty acids total monounsaturated	240075	5,3',4'-Trihydroxy-3-methoxy-6:7-methylenedioxyflavone 4'-O-glucuronide	5 3 4 trihydroxy 3 methoxy 6 7 methylenedioxyflavone 4 o glucuronide	existing	fatty_acids_total_to_individual_existing
1292	Fatty acids, total monounsaturated	fatty acids total monounsaturated	240076	5,4'-Dihydroxy-3,3'-dimethoxy-6:7-methylenedioxyflavone 4'-O-glucuronide	5 4 dihydroxy 3 3 dimethoxy 6 7 methylenedioxyflavone 4 o glucuronide	existing	fatty_acids_total_to_individual_existing
1292	Fatty acids, total monounsaturated	fatty acids total monounsaturated	250036	Fatty acid 10:0	fatty acid 10 0	existing	fatty_acids_total_to_individual_existing
1292	Fatty acids, total monounsaturated	fatty acids total monounsaturated	250037	Fatty acid 12:0	fatty acid 12 0	existing	fatty_acids_total_to_individual_existing
1292	Fatty acids, total monounsaturated	fatty acids total monounsaturated	250038	Fatty acid 14:0	fatty acid 14 0	existing	fatty_acids_total_to_individual_existing
1292	Fatty acids, total monounsaturated	fatty acids total monounsaturated	250039	Fatty acid 15:0	fatty acid 15 0	existing	fatty_acids_total_to_individual_existing
1292	Fatty acids, total monounsaturated	fatty acids total monounsaturated	250040	Fatty acid 16:0	fatty acid 16 0	existing	fatty_acids_total_to_individual_existing
1292	Fatty acids, total monounsaturated	fatty acids total monounsaturated	250041	Fatty acid 17:0	fatty acid 17 0	existing	fatty_acids_total_to_individual_existing
1292	Fatty acids, total monounsaturated	fatty acids total monounsaturated	250042	Fatty acid 18:0	fatty acid 18 0	existing	fatty_acids_total_to_individual_existing
1292	Fatty acids, total monounsaturated	fatty acids total monounsaturated	250043	Fatty acid 20:0	fatty acid 20 0	existing	fatty_acids_total_to_individual_existing
1292	Fatty acids, total monounsaturated	fatty acids total monounsaturated	250044	Fatty acid 22:0	fatty acid 22 0	existing	fatty_acids_total_to_individual_existing
1292	Fatty acids, total monounsaturated	fatty acids total monounsaturated	250045	Fatty acid 24:0	fatty acid 24 0	existing	fatty_acids_total_to_individual_existing
1292	Fatty acids, total monounsaturated	fatty acids total monounsaturated	250046	Fatty acid 10:1	fatty acid 10 1	existing	fatty_acids_total_to_individual_existing
1292	Fatty acids, total monounsaturated	fatty acids total monounsaturated	250047	Fatty acid 14:1	fatty acid 14 1	existing	fatty_acids_total_to_individual_existing
1292	Fatty acids, total monounsaturated	fatty acids total monounsaturated	250048	Fatty acid 15:1	fatty acid 15 1	existing	fatty_acids_total_to_individual_existing
1292	Fatty acids, total monounsaturated	fatty acids total monounsaturated	250049	Fatty acid 16:1	fatty acid 16 1	existing	fatty_acids_total_to_individual_existing
1292	Fatty acids, total monounsaturated	fatty acids total monounsaturated	250050	Fatty acid 17:1	fatty acid 17 1	existing	fatty_acids_total_to_individual_existing
1292	Fatty acids, total monounsaturated	fatty acids total monounsaturated	250051	Fatty acid 18:1 undifferentiated	fatty acid 18 1 undifferentiated	existing	fatty_acids_total_to_individual_existing
1292	Fatty acids, total monounsaturated	fatty acids total monounsaturated	250052	Fatty acid 20:1	fatty acid 20 1	existing	fatty_acids_total_to_individual_existing
1292	Fatty acids, total monounsaturated	fatty acids total monounsaturated	250053	Fatty acid 22:1	fatty acid 22 1	existing	fatty_acids_total_to_individual_existing
1292	Fatty acids, total monounsaturated	fatty acids total monounsaturated	250054	Fatty acid 24:1	fatty acid 24 1	existing	fatty_acids_total_to_individual_existing
1292	Fatty acids, total monounsaturated	fatty acids total monounsaturated	250055	Fatty acid 16:2	fatty acid 16 2	existing	fatty_acids_total_to_individual_existing
1292	Fatty acids, total monounsaturated	fatty acids total monounsaturated	250056	Fatty acid 16:3	fatty acid 16 3	existing	fatty_acids_total_to_individual_existing
1292	Fatty acids, total monounsaturated	fatty acids total monounsaturated	250057	Fatty acid 16:4	fatty acid 16 4	existing	fatty_acids_total_to_individual_existing
