nutrient_id	name	normalized_norm	normalized_norm_no_commas	normalized_norm_no_paren	normalized_norm_compact	is_added_by_expansion	parent_generic_id	parent_generic_compact	rule
1002	Nitrogen	nitrogen	nitrogen	nitrogen	nitrogen	0	1052	adjusted nitrogen	alias_to_canonical
1007	Ash	ash	ash	ash	ash	0	2027	proximate	proximates_to_macros
1009	Starch	starch	starch	starch	starch	0	260230	carbohydrate by difference	carb_to_complex_carbs
1010	Sucrose	sucrose	sucrose	sucrose	sucrose	0	260230	carbohydrate by difference	carb_to_sugars
1011	Glucose	glucose	glucose	glucose	glucose	0	260230	carbohydrate by difference	carb_to_sugars
1012	Fructose	fructose	fructose	fructose	fructose	0	260230	carbohydrate by difference	carb_to_sugars
1013	Lactose	lactose	lactose	lactose	lactose	0	260230	carbohydrate by difference	carb_to_sugars
1014	Maltose	maltose	maltose	maltose	maltose	0	260230	carbohydrate by difference	carb_to_sugars
1015	Amylose	amylose	amylose	amylose	amylose	0	260230	carbohydrate by difference	carb_to_complex_carbs
1016	Amylopectin	amylopectin	amylopectin	amylopectin	amylopectin	0	260230	carbohydrate by difference	carb_to_complex_carbs
1017	Pectin	pectin	pectin	pectin	pectin	0	260230	carbohydrate by difference	carb_to_complex_carbs
1018	Alcohol, ethyl	alcohol, ethyl	alcohol ethyl	alcohol, ethyl	alcohol ethyl	0			
1019	Pentosan	pentosan	pentosan	pentosan	pentosan	0	260230	carbohydrate by difference	carb_to_complex_carbs
1020	Pentoses	pentoses	pentoses	pentoses	pentoses	0	260230	carbohydrate by difference	carb_to_complex_carbs
1021	Hemicellulose	hemicellulose	hemicellulose	hemicellulose	hemicellulose	0	260230	carbohydrate by difference	carb_to_complex_carbs
1022	Cellulose	cellulose	cellulose	cellulose	cellulose	0	260230	carbohydrate by difference	carb_to_complex_carbs
1023	pH	ph	ph	ph	ph	0			
1024	Specific Gravity	specific gravity	specific gravity	specific gravity	specific gravity	0			
1026	Acetic acid	acetic acid	acetic acid	acetic acid	acetic acid	0	1025	organic acids	organic_acids_to_specific_existing
1027	Aconitic acid	aconitic acid	aconitic acid	aconitic acid	aconitic acid	0	1025	organic acids	organic_acids_to_specific_existing
1028	Benzoic acid	benzoic acid	benzoic acid	benzoic acid	benzoic acid	0	1025	organic acids	organic_acids_to_specific_existing
1029	Chelidonic acid	chelidonic acid	chelidonic acid	chelidonic acid	chelidonic acid	0	1025	organic acids	organic_acids_to_specific_existing
1030	Chlorogenic acid	chlorogenic acid	chlorogenic acid	chlorogenic acid	chlorogenic acid	0	1025	organic acids	organic_acids_to_specific_existing
1031	Cinnamic acid	cinnamic acid	cinnamic acid	cinnamic acid	cinnamic acid	0	1025	organic acids	organic_acids_to_specific_existing
1032	Citric acid	citric acid	citric acid	citric acid	citric acid	0	1025	organic acids	organic_acids_to_specific_existing
1033	Fumaric acid	fumaric acid	fumaric acid	fumaric acid	fumaric acid	0	1025	organic acids	organic_acids_to_specific_existing
1034	Galacturonic acid	galacturonic acid	galacturonic acid	galacturonic acid	galacturonic acid	0	1025	organic acids	organic_acids_to_specific_existing
1035	Gallic acid	gallic acid	gallic acid	gallic acid	gallic acid	0	1025	organic acids	organic_acids_to_specific_existing
1036	Glycolic acid	glycolic acid	glycolic acid	glycolic acid	glycolic acid	0	1025	organic acids	organic_acids_to_specific_existing
1037	Isocitric acid	isocitric acid	isocitric acid	isocitric acid	isocitric acid	0	1025	organic acids	organic_acids_to_specific_existing
1038	Lactic acid	lactic acid	lactic acid	lactic acid	lactic acid	0	1025	organic acids	organic_acids_to_specific_existing
1039	Malic acid	malic acid	malic acid	malic acid	malic acid	0	1025	organic acids	organic_acids_to_specific_existing
1040	Oxaloacetic acid	oxaloacetic acid	oxaloacetic acid	oxaloacetic acid	oxaloacetic acid	0	1025	organic acids	organic_acids_to_specific_existing
1041	Oxalic acid	oxalic acid	oxalic acid	oxalic acid	oxalic acid	0	1025	organic acids	organic_acids_to_specific_existing
1042	Phytic acid	phytic acid	phytic acid	phytic acid	phytic acid	0	1025	organic acids	organic_acids_to_specific_existing
1043	Pyruvic acid	pyruvic acid	pyruvic acid	pyruvic acid	pyruvic acid	0	1025	organic acids	organic_acids_to_specific_existing
1044	Quinic acid	quinic acid	quinic acid	quinic acid	quinic acid	0	1025	organic acids	organic_acids_to_specific_existing
1045	Salicylic acid	salicylic acid	salicylic acid	salicylic acid	salicylic acid	0	1025	organic acids	organic_acids_to_specific_existing
1046	Succinic acid	succinic acid	succinic acid	succinic acid	succinic acid	0	1025	organic acids	organic_acids_to_specific_existing
1047	Tartaric acid	tartaric acid	tartaric acid	tartaric acid	tartaric acid	0	1025	organic acids	organic_acids_to_specific_existing
1048	Ursolic acid	ursolic acid	ursolic acid	ursolic acid	ursolic acid	0	1025	organic acids	organic_acids_to_specific_existing
1049	Solids, non-fat	solids, non-fat	solids non-fat	solids, non-fat	solids non fat	0			
1054	Piperine	piperine	piperine	piperine	piperine	0			
1055	Mannitol	mannitol	mannitol	mannitol	mannitol	0	260230	carbohydrate by difference	carb_to_sugars
1056	Sorbitol	sorbitol	sorbitol	sorbitol	sorbitol	0	260230	carbohydrate by difference	carb_to_sugars
1057	Caffeine	caffeine	caffeine	caffeine	caffeine	0			
1058	Theobromine	theobromine	theobromine	theobromine	theobromine	0			
1059	Nitrates	nitrates	nitrates	nitrates	nitrates	0			
1060	Nitrites	nitrites	nitrites	nitrites	nitrites	0			
1065	Glycogen	glycogen	glycogen	glycogen	glycogen	0	260230	carbohydrate by difference	carb_to_complex_carbs
1071	Resistant starch	resistant starch	resistant starch	resistant starch	resistant starch	0	260230	carbohydrate by difference	carb_to_complex_carbs
1073	Arabinose	arabinose	arabinose	arabinose	arabinose	0	260230	carbohydrate by difference	carb_to_complex_carbs
1074	Xylose	xylose	xylose	xylose	xylose	0	260230	carbohydrate by difference	carb_to_complex_carbs
1075	Galactose	galactose	galactose	galactose	galactose	0	260230	carbohydrate by difference	carb_to_sugars
1076	Raffinose	raffinose	raffinose	raffinose	raffinose	0	260230	carbohydrate by difference	carb_to_complex_carbs
1077	Stachyose	stachyose	stachyose	stachyose	stachyose	0	260230	carbohydrate by difference	carb_to_complex_carbs
1078	Xylitol	xylitol	xylitol	xylitol	xylitol	0	260230	carbohydrate by difference	carb_to_sugars
1080	Lignin	lignin	lignin	lignin	lignin	0			
1081	Ribose	ribose	ribose	ribose	ribose	0	260230	carbohydrate by difference	carb_to_complex_carbs
1083	Theophylline	theophylline	theophylline	theophylline	theophylline	0			
1087	Calcium, Ca	calcium	calcium	calcium	calcium	0	1237	calcium added	alias_to_canonical
1088	Chlorine, Cl	chlorine	chlorine	chlorine	chlorine	0	2043	minerals	minerals_total_to_specific
1089	Iron, Fe	iron	iron	iron	iron	0	1238	iron added	alias_to_canonical
1090	Magnesium, Mg	magnesium	magnesium	magnesium	magnesium	0	2043	minerals	minerals_total_to_specific
1091	Phosphorus, P	phosphorus	phosphorus	phosphorus	phosphorus	0	2043	minerals	minerals_total_to_specific
1092	Potassium, K	potassium	potassium	potassium	potassium	0	2043	minerals	minerals_total_to_specific
1093	Sodium, Na	sodium	sodium	sodium	sodium	0	2043	minerals	minerals_total_to_specific
1094	Sulfur, S	sulfur	sulfur	sulfur	sulfur	0	2043	minerals	minerals_total_to_specific
1095	Zinc, Zn	zinc	zinc	zinc	zinc	0	2043	minerals	minerals_total_to_specific
1096	Chromium, Cr	chromium	chromium	chromium	chromium	0	2043	minerals	minerals_total_to_specific
1097	Cobalt, Co	cobalt	cobalt	cobalt	cobalt	0	2043	minerals	minerals_total_to_specific
1098	Copper, Cu	copper	copper	copper	copper	0	2043	minerals	minerals_total_to_specific
1099	Fluoride, F	fluoride	fluoride	fluoride	fluoride	0	2043	minerals	minerals_total_to_specific
1100	Iodine, I	iodine	iodine	iodine	iodine	0	2043	minerals	minerals_total_to_specific
1101	Manganese, Mn	manganese	manganese	manganese	manganese	0	2043	minerals	minerals_total_to_specific
1102	Molybdenum, Mo	molybdenum	molybdenum	molybdenum	molybdenum	0	2043	minerals	minerals_total_to_specific
1103	Selenium, Se	selenium	selenium	selenium	selenium	0	2043	minerals	minerals_total_to_specific
1105	Retinol	retinol	retinol	retinol	retinol	0	1004	lipid	fat_to_fatty_acids
1107	Carotene, beta	carotene, beta	carotene beta	carotene, beta	carotene beta	0	1004	lipid	fat_to_fatty_acids
1108	Carotene, alpha	carotene, alpha	carotene alpha	carotene, alpha	carotene alpha	0	1004	lipid	fat_to_fatty_acids
1109	Vitamin E (alpha-tocopherol)	vitamin e (alpha-tocopherol)	vitamin e (alpha-tocopherol)	vitamin e	vitamin e alpha tocopherol	0	1158	vitamin e	vitamin_e_to_vit_e_forms_existing
1111	Vitamin D2 (ergocalciferol)	vitamin d2 (ergocalciferol)	vitamin d2 (ergocalciferol)	vitamin d2	vitamin d2 ergocalciferol	0	1114	vitamin d d2 d3	vitamin_d_split
1112	Vitamin D3 (cholecalciferol)	vitamin d3 (cholecalciferol)	vitamin d3 (cholecalciferol)	vitamin d3	vitamin d3 cholecalciferol	0	1113	25 hydroxycholecalciferol	alias_to_canonical
1116	Phytoene	phytoene	phytoene	phytoene	phytoene	0	1004	lipid	fat_to_fatty_acids
1117	Phytofluene	phytofluene	phytofluene	phytofluene	phytofluene	0	1004	lipid	fat_to_fatty_acids
1118	Carotene, gamma	carotene, gamma	carotene gamma	carotene, gamma	carotene gamma	0	1004	lipid	fat_to_fatty_acids
1119	Zeaxanthin	zeaxanthin	zeaxanthin	zeaxanthin	zeaxanthin	0	1004	lipid	fat_to_fatty_acids
1120	Cryptoxanthin, beta	cryptoxanthin, beta	cryptoxanthin beta	cryptoxanthin, beta	cryptoxanthin beta	0	2040	other carotenoids	other_carotenoids_to_components_existing
1121	Lutein	lutein	lutein	lutein	lutein	0	1004	lipid	fat_to_fatty_acids
1122	Lycopene	lycopene	lycopene	lycopene	lycopene	0	1004	lipid	fat_to_fatty_acids
1125	Tocopherol, beta	tocopherol, beta	tocopherol beta	tocopherol, beta	tocopherol beta	0	1158	vitamin e	vitamin_e_to_vit_e_forms_existing
1126	Tocopherol, gamma	tocopherol, gamma	tocopherol gamma	tocopherol, gamma	tocopherol gamma	0	1158	vitamin e	vitamin_e_to_vit_e_forms_existing
1127	Tocopherol, delta	tocopherol, delta	tocopherol delta	tocopherol, delta	tocopherol delta	0	1158	vitamin e	vitamin_e_to_vit_e_forms_existing
1128	Tocotrienol, alpha	tocotrienol, alpha	tocotrienol alpha	tocotrienol, alpha	tocotrienol alpha	0	1158	vitamin e	vitamin_e_to_vit_e_forms_existing
1129	Tocotrienol, beta	tocotrienol, beta	tocotrienol beta	tocotrienol, beta	tocotrienol beta	0	1158	vitamin e	vitamin_e_to_vit_e_forms_existing
1130	Tocotrienol, gamma	tocotrienol, gamma	tocotrienol gamma	tocotrienol, gamma	tocotrienol gamma	0	1158	vitamin e	vitamin_e_to_vit_e_forms_existing
1131	Tocotrienol, delta	tocotrienol, delta	tocotrienol delta	tocotrienol, delta	tocotrienol delta	0	1158	vitamin e	vitamin_e_to_vit_e_forms_existing
1132	Aluminum, Al	aluminum	aluminum	aluminum	aluminum	0	2043	minerals	minerals_total_to_specific
1133	Antimony, Sb	antimony	antimony	antimony	antimony	0	2043	minerals	minerals_total_to_specific
1134	Arsenic, As	arsenic	arsenic	arsenic	arsenic	0	2043	minerals	minerals_total_to_specific
1135	Barium, Ba	barium	barium	barium	barium	0	2043	minerals	minerals_total_to_specific
1136	Beryllium, Be	beryllium	beryllium	beryllium	beryllium	0	2043	minerals	minerals_total_to_specific
1137	Boron, B	boron	boron	boron	boron	0	2043	minerals	minerals_total_to_specific
1138	Bromine, Br	bromine	bromine	bromine	bromine	0	2043	minerals	minerals_total_to_specific
1139	Cadmium, Cd	cadmium	cadmium	cadmium	cadmium	0	2043	minerals	minerals_total_to_specific
1140	Gold, Au	gold	gold	gold	gold	0	2043	minerals	minerals_total_to_specific
1141	Iron, heme	iron, heme	iron heme	iron, heme	iron heme	0	2043	minerals	minerals_total_to_specific
1142	Iron, non-heme	iron, non-heme	iron non-heme	iron, non-heme	iron non heme	0	2043	minerals	minerals_total_to_specific
1143	Lead, Pb	lead	lead	lead	lead	0	2043	minerals	minerals_total_to_specific
1144	Lithium, Li	lithium	lithium	lithium	lithium	0	2043	minerals	minerals_total_to_specific
1145	Mercury, Hg	mercury	mercury	mercury	mercury	0	2043	minerals	minerals_total_to_specific
1146	Nickel, Ni	nickel	nickel	nickel	nickel	0	2043	minerals	minerals_total_to_specific
1147	Rubidium, Rb	rubidium	rubidium	rubidium	rubidium	0	2043	minerals	minerals_total_to_specific
1148	Fluoride - DO NOT USE; use 313	fluoride-do not use; use 313	fluoride-do not use; use 313	fluoride-do not use; use 313	fluoride do not use use 313	0	2043	minerals	minerals_total_to_specific
1149	Salt, NaCl	salt, nacl	salt nacl	salt, nacl	salt nacl	0			
1150	Silicon, Si	silicon	silicon	silicon	silicon	0	2043	minerals	minerals_total_to_specific
1151	Silver, Ag	silver	silver	silver	silver	0	2043	minerals	minerals_total_to_specific
1152	Strontium, Sr	strontium	strontium	strontium	strontium	0	2043	minerals	minerals_total_to_specific
1153	Tin, Sn	tin	tin	tin	tin	0	2043	minerals	minerals_total_to_specific
1154	Titanium, Ti	titanium	titanium	titanium	titanium	0	2043	minerals	minerals_total_to_specific
1155	Vanadium, V	vanadium	vanadium	vanadium	vanadium	0	2043	minerals	minerals_total_to_specific
1157	Carotene	carotene	carotene	carotene	carotene	0	1004	lipid	fat_to_fatty_acids
1165	Thiamin	thiamin	thiamin	thiamin	thiamin	0	1243	thiamin added	alias_to_canonical
1166	Riboflavin	riboflavin	riboflavin	riboflavin	riboflavin	0	1244	riboflavin added	alias_to_canonical
1167	Niacin	niacin	niacin	niacin	niacin	0	1245	niacin added	alias_to_canonical
1168	Niacin from tryptophan, determined	niacin from tryptophan, determined	niacin from tryptophan determined	niacin from tryptophan, determined	niacin from tryptophan determined	0			
1169	Niacin equivalent N406 +N407	niacin equivalent n406 +n407	niacin equivalent n406 +n407	niacin equivalent n406 +n407	niacin equivalent n406 n407	0			
1170	Pantothenic acid	pantothenic acid	pantothenic acid	pantothenic acid	pantothenic acid	0	1025	organic acids	organic_acids_to_specific_existing
1175	Vitamin B-6	vitamin b-6	vitamin b-6	vitamin b-6	vitamin b 6	0	1171	vitamin b 6 pyridoxine alcohol form	alias_to_canonical
1176	Biotin	biotin	biotin	biotin	biotin	0			
1178	Vitamin B-12	vitamin b-12	vitamin b-12	vitamin b-12	vitamin b 12	0	1246	vitamin b 12 added	alias_to_canonical
1179	Folate, free	folate, free	folate free	folate, free	folate free	0			
1180	Choline, total	choline	choline	choline	choline	0			
1181	Inositol	inositol	inositol	inositol	inositol	0			
1182	Inositol phosphate	inositol phosphate	inositol phosphate	inositol phosphate	inositol phosphate	0			
1183	Vitamin K (Menaquinone-4)	vitamin k (menaquinone-4)	vitamin k (menaquinone-4)	vitamin k	vitamin k menaquinone 4	0			
1184	Vitamin K (Dihydrophylloquinone)	vitamin k (dihydrophylloquinone)	vitamin k (dihydrophylloquinone)	vitamin k	vitamin k dihydrophylloquinone	0			
1185	Vitamin K (phylloquinone)	vitamin k (phylloquinone)	vitamin k (phylloquinone)	vitamin k	vitamin k phylloquinone	0			
1186	Folic acid	folic acid	folic acid	folic acid	folic acid	0	1025	organic acids	organic_acids_to_specific_existing
1187	Folate, food	folate, food	folate food	folate, food	folate food	0			
1188	5-methyl tetrahydrofolate (5-MTHF)	5-methyl tetrahydrofolate (5-mthf)	5-methyl tetrahydrofolate (5-mthf)	5-methyl tetrahydrofolate	5 methyl tetrahydrofolate 5 mthf	0			
1189	Folate, not 5-MTHF	folate, not 5-mthf	folate not 5-mthf	folate, not 5-mthf	folate not 5 mthf	0			
1190	Folate, DFE	folate, dfe	folate dfe	folate, dfe	folate dfe	0			
1191	10-Formyl folic acid (10HCOFA)	10-formyl folic acid (10hcofa)	10-formyl folic acid (10hcofa)	10-formyl folic acid	10 formyl folic acid 10hcofa	0	1025	organic acids	organic_acids_to_specific_existing
1192	5-Formyltetrahydrofolic acid (5-HCOH4	5-formyltetrahydrofolic acid (5-hcoh4	5-formyltetrahydrofolic acid (5-hcoh4	5-formyltetrahydrofolic acid (5-hcoh4	5 formyltetrahydrofolic acid 5 hcoh4	0	1025	organic acids	organic_acids_to_specific_existing
1193	Tetrahydrofolic acid (THF)	tetrahydrofolic acid	tetrahydrofolic acid	tetrahydrofolic acid	tetrahydrofolic acid	0	1025	organic acids	organic_acids_to_specific_existing
1194	Choline, free	choline, free	choline free	choline, free	choline free	0			
1195	Choline, from phosphocholine	choline, from phosphocholine	choline from phosphocholine	choline, from phosphocholine	choline from phosphocholine	0			
1196	Choline, from phosphotidyl choline	choline, from phosphotidyl choline	choline from phosphotidyl choline	choline, from phosphotidyl choline	choline from phosphotidyl choline	0			
1197	Choline, from glycerophosphocholine	choline, from glycerophosphocholine	choline from glycerophosphocholine	choline, from glycerophosphocholine	choline from glycerophosphocholine	0			
1198	Betaine	betaine	betaine	betaine	betaine	0			
1199	Choline, from sphingomyelin	choline, from sphingomyelin	choline from sphingomyelin	choline, from sphingomyelin	choline from sphingomyelin	0			
1200	p-Hydroxy benzoic acid	p-hydroxy benzoic acid	p-hydroxy benzoic acid	p-hydroxy benzoic acid	p hydroxy benzoic acid	0	1025	organic acids	organic_acids_to_specific_existing
1201	Caffeic acid	caffeic acid	caffeic acid	caffeic acid	caffeic acid	0	1025	organic acids	organic_acids_to_specific_existing
1202	p-Coumaric acid	p-coumaric acid	p-coumaric acid	p-coumaric acid	p coumaric acid	0	1025	organic acids	organic_acids_to_specific_existing
1203	Ellagic acid	ellagic acid	ellagic acid	ellagic acid	ellagic acid	0	1025	organic acids	organic_acids_to_specific_existing
1204	Ferrulic acid	ferrulic acid	ferrulic acid	ferrulic acid	ferrulic acid	0	1025	organic acids	organic_acids_to_specific_existing
1205	Gentisic acid	gentisic acid	gentisic acid	gentisic acid	gentisic acid	0	1025	organic acids	organic_acids_to_specific_existing
1206	Tyrosol	tyrosol	tyrosol	tyrosol	tyrosol	0			
1207	Vanillic acid	vanillic acid	vanillic acid	vanillic acid	vanillic acid	0	1025	organic acids	organic_acids_to_specific_existing
1210	Tryptophan	tryptophan	tryptophan	tryptophan	tryptophan	0	1003	protein	protein_to_amino_acids
1211	Threonine	threonine	threonine	threonine	threonine	0	1003	protein	protein_to_amino_acids
1212	Isoleucine	isoleucine	isoleucine	isoleucine	isoleucine	0	1003	protein	protein_to_amino_acids
1213	Leucine	leucine	leucine	leucine	leucine	0	1003	protein	protein_to_amino_acids
1214	Lysine	lysine	lysine	lysine	lysine	0	1003	protein	protein_to_amino_acids
1215	Methionine	methionine	methionine	methionine	methionine	0	1003	protein	protein_to_amino_acids
1216	Cystine	cystine	cystine	cystine	cystine	0	1003	protein	protein_to_amino_acids
1217	Phenylalanine	phenylalanine	phenylalanine	phenylalanine	phenylalanine	0	1003	protein	protein_to_amino_acids
1218	Tyrosine	tyrosine	tyrosine	tyrosine	tyrosine	0	1003	protein	protein_to_amino_acids
1219	Valine	valine	valine	valine	valine	0	1003	protein	protein_to_amino_acids
1220	Arginine	arginine	arginine	arginine	arginine	0	1003	protein	protein_to_amino_acids
1221	Histidine	histidine	histidine	histidine	histidine	0	1003	protein	protein_to_amino_acids
1222	Alanine	alanine	alanine	alanine	alanine	0	1003	protein	protein_to_amino_acids
1223	Aspartic acid	aspartic acid	aspartic acid	aspartic acid	aspartic acid	0	1003	protein	protein_to_amino_acids
1224	Glutamic acid	glutamic acid	glutamic acid	glutamic acid	glutamic acid	0	1003	protein	protein_to_amino_acids
1225	Glycine	glycine	glycine	glycine	glycine	0	1003	protein	protein_to_amino_acids
1226	Proline	proline	proline	proline	proline	0	1003	protein	protein_to_amino_acids
1227	Serine	serine	serine	serine	serine	0	1003	protein	protein_to_amino_acids
1228	Hydroxyproline	hydroxyproline	hydroxyproline	hydroxyproline	hydroxyproline	0			
1231	Asparagine	asparagine	asparagine	asparagine	asparagine	0	1003	protein	protein_to_amino_acids
1232	Cysteine	cysteine	cysteine	cysteine	cysteine	0	1003	protein	protein_to_amino_acids
1233	Glutamine	glutamine	glutamine	glutamine	glutamine	0	1003	protein	protein_to_amino_acids
1234	Taurine	taurine	taurine	taurine	taurine	0			
1253	Cholesterol	cholesterol	cholesterol	cholesterol	cholesterol	0	1004	lipid	fat_to_fatty_acids
1259	SFA 4:0	sfa 4:0	sfa 4:0	sfa 4:0	sfa 4 0	0	1257	fatty acids total trans	fatty_acids_total_to_individual_existing
1260	SFA 6:0	sfa 6:0	sfa 6:0	sfa 6:0	sfa 6 0	0	1257	fatty acids total trans	fatty_acids_total_to_individual_existing
1261	SFA 8:0	sfa 8:0	sfa 8:0	sfa 8:0	sfa 8 0	0	1257	fatty acids total trans	fatty_acids_total_to_individual_existing
1262	SFA 10:0	sfa 10:0	sfa 10:0	sfa 10:0	sfa 10 0	0	1257	fatty acids total trans	fatty_acids_total_to_individual_existing
1263	SFA 12:0	sfa 12:0	sfa 12:0	sfa 12:0	sfa 12 0	0	1257	fatty acids total trans	fatty_acids_total_to_individual_existing
1264	SFA 14:0	sfa 14:0	sfa 14:0	sfa 14:0	sfa 14 0	0	1257	fatty acids total trans	fatty_acids_total_to_individual_existing
1265	SFA 16:0	sfa 16:0	sfa 16:0	sfa 16:0	sfa 16 0	0	1257	fatty acids total trans	fatty_acids_total_to_individual_existing
1266	SFA 18:0	sfa 18:0	sfa 18:0	sfa 18:0	sfa 18 0	0	1257	fatty acids total trans	fatty_acids_total_to_individual_existing
1267	SFA 20:0	sfa 20:0	sfa 20:0	sfa 20:0	sfa 20 0	0	1257	fatty acids total trans	fatty_acids_total_to_individual_existing
1268	MUFA 18:1	mufa 18:1	mufa 18:1	mufa 18:1	mufa 18 1	0	1257	fatty acids total trans	fatty_acids_total_to_individual_existing
1269	PUFA 18:2	pufa 18:2	pufa 18:2	pufa 18:2	pufa 18 2	0	1257	fatty acids total trans	fatty_acids_total_to_individual_existing
1270	PUFA 18:3	pufa 18:3	pufa 18:3	pufa 18:3	pufa 18 3	0	1257	fatty acids total trans	fatty_acids_total_to_individual_existing
1271	PUFA 20:4	pufa 20:4	pufa 20:4	pufa 20:4	pufa 20 4	0	1257	fatty acids total trans	fatty_acids_total_to_individual_existing
1272	PUFA 22:6 n-3 (DHA)	pufa 22:6 n-3	pufa 22:6 n-3	pufa 22:6 n-3	pufa 22 6 n 3	0	1004	lipid	fat_to_fatty_acids
1273	SFA 22:0	sfa 22:0	sfa 22:0	sfa 22:0	sfa 22 0	0	1257	fatty acids total trans	fatty_acids_total_to_individual_existing
1274	MUFA 14:1	mufa 14:1	mufa 14:1	mufa 14:1	mufa 14 1	0	1257	fatty acids total trans	fatty_acids_total_to_individual_existing
1275	MUFA 16:1	mufa 16:1	mufa 16:1	mufa 16:1	mufa 16 1	0	1257	fatty acids total trans	fatty_acids_total_to_individual_existing
1276	PUFA 18:4	pufa 18:4	pufa 18:4	pufa 18:4	pufa 18 4	0	1257	fatty acids total trans	fatty_acids_total_to_individual_existing
1277	MUFA 20:1	mufa 20:1	mufa 20:1	mufa 20:1	mufa 20 1	0	1257	fatty acids total trans	fatty_acids_total_to_individual_existing
1278	PUFA 20:5 n-3 (EPA)	pufa 20:5 n-3	pufa 20:5 n-3	pufa 20:5 n-3	pufa 20 5 n 3	0	1004	lipid	fat_to_fatty_acids
1279	MUFA 22:1	mufa 22:1	mufa 22:1	mufa 22:1	mufa 22 1	0	1257	fatty acids total trans	fatty_acids_total_to_individual_existing
1280	PUFA 22:5 n-3 (DPA)	pufa 22:5 n-3	pufa 22:5 n-3	pufa 22:5 n-3	pufa 22 5 n 3	0	1257	fatty acids total trans	fatty_acids_total_to_individual_existing
1281	TFA 14:1 t	tfa 14:1 t	tfa 14:1 t	tfa 14:1 t	tfa 14 1 t	0	1257	fatty acids total trans	fatty_acids_total_to_individual_existing
1283	Phytosterols	phytosterols	phytosterols	phytosterols	phytosterols	0			
1284	Ergosterol	ergosterol	ergosterol	ergosterol	ergosterol	0	1004	lipid	fat_to_fatty_acids
1285	Stigmasterol	stigmasterol	stigmasterol	stigmasterol	stigmasterol	0	1004	lipid	fat_to_fatty_acids
1286	Campesterol	campesterol	campesterol	campesterol	campesterol	0	1004	lipid	fat_to_fatty_acids
1287	Brassicasterol	brassicasterol	brassicasterol	brassicasterol	brassicasterol	0			
1288	Beta-sitosterol	beta-sitosterol	beta-sitosterol	beta-sitosterol	beta sitosterol	0			
1289	Campestanol	campestanol	campestanol	campestanol	campestanol	0			
1290	Unsaponifiable matter (lipids)	unsaponifiable matter	unsaponifiable matter	unsaponifiable matter	unsaponifiable matter	0			
1291	Fatty acids, other than 607-615, 617-621, 624-632, 652-654, 686-689)	fatty acids, other than 607-615, 617-621, 624-632, 652-654, 686-689)	fatty acids other than 607-615 617-621 624-632 652-654 686-689)	fatty acids, other than 607-615, 617-621, 624-632, 652-654, 686-689)	fatty acids other than 607 615 617 621 624 632 652 654 686 689	0			
1294	Beta-sitostanol	beta-sitostanol	beta-sitostanol	beta-sitostanol	beta sitostanol	0			
1295	Delta-7-avenasterol	delta-7-avenasterol	delta-7-avenasterol	delta-7-avenasterol	delta 7 avenasterol	0			
1296	Delta-5-avenasterol	delta-5-avenasterol	delta-5-avenasterol	delta-5-avenasterol	delta 5 avenasterol	0			
1297	Alpha-spinasterol	alpha-spinasterol	alpha-spinasterol	alpha-spinasterol	alpha spinasterol	0			
1298	Phytosterols, other	phytosterols, other	phytosterols other	phytosterols, other	phytosterols other	0			
1299	SFA 15:0	sfa 15:0	sfa 15:0	sfa 15:0	sfa 15 0	0	1257	fatty acids total trans	fatty_acids_total_to_individual_existing
1300	SFA 17:0	sfa 17:0	sfa 17:0	sfa 17:0	sfa 17 0	0	1257	fatty acids total trans	fatty_acids_total_to_individual_existing
1301	SFA 24:0	sfa 24:0	sfa 24:0	sfa 24:0	sfa 24 0	0	1257	fatty acids total trans	fatty_acids_total_to_individual_existing
1303	TFA 16:1 t	tfa 16:1 t	tfa 16:1 t	tfa 16:1 t	tfa 16 1 t	0	1257	fatty acids total trans	fatty_acids_total_to_individual_existing
1304	TFA 18:1 t	tfa 18:1 t	tfa 18:1 t	tfa 18:1 t	tfa 18 1 t	0	1257	fatty acids total trans	fatty_acids_total_to_individual_existing
1305	TFA 22:1 t	tfa 22:1 t	tfa 22:1 t	tfa 22:1 t	tfa 22 1 t	0	1257	fatty acids total trans	fatty_acids_total_to_individual_existing
1306	TFA 18:2 t not further defined	tfa 18:2 t not further defined	tfa 18:2 t not further defined	tfa 18:2 t not further defined	tfa 18 2 t not further defined	0	1257	fatty acids total trans	fatty_acids_total_to_individual_existing
1307	PUFA 18:2 i	pufa 18:2 i	pufa 18:2 i	pufa 18:2 i	pufa 18 2 i	0	1257	fatty acids total trans	fatty_acids_total_to_individual_existing
1308	PUFA 18:2 t,c	pufa 18:2 t, c	pufa 18:2 t c	pufa 18:2 t, c	pufa 18 2 t c	0	1257	fatty acids total trans	fatty_acids_total_to_individual_existing
1309	PUFA 18:2 c,t	pufa 18:2 c, t	pufa 18:2 c t	pufa 18:2 c, t	pufa 18 2 c t	0	1257	fatty acids total trans	fatty_acids_total_to_individual_existing
1310	TFA 18:2 t,t	tfa 18:2 t, t	tfa 18:2 t t	tfa 18:2 t, t	tfa 18 2 t t	0	1257	fatty acids total trans	fatty_acids_total_to_individual_existing
1311	PUFA 18:2 CLAs	pufa 18:2 clas	pufa 18:2 clas	pufa 18:2 clas	pufa 18 2 clas	0	1257	fatty acids total trans	fatty_acids_total_to_individual_existing
