nutrient_id	name	normalized_norm	normalized_norm_no_commas	normalized_norm_no_paren	normalized_norm_compact	is_added_by_expansion	parent_generic_id	parent_generic_compact	rule
96252	C22:2 n-3 cis	c22:2 n-3 cis	c22:2 n-3 cis	c22:2 n-3 cis	c22 2 n 3 cis	0			
96253	C22:2 n-6 cis	c22:2 n-6 cis	c22:2 n-6 cis	c22:2 n-6 cis	c22 2 n 6 cis	0			
96254	C22:2,n-6	c22:2, n-6	c22:2 n-6	c22:2, n-6	c22 2 n 6	0			
96255	C22:3 n-3 cis	c22:3 n-3 cis	c22:3 n-3 cis	c22:3 n-3 cis	c22 3 n 3 cis	0			
96256	C22:3,n-3	c22:3, n-3	c22:3 n-3	c22:3, n-3	c22 3 n 3	0			
96257	C22:4 /100g FA	c22:4/100g fa	c22:4/100g fa	c22:4/100g fa	c22 4 100g fa	0			
96258	C22:4 n-6 cis	c22:4 n-6 cis	c22:4 n-6 cis	c22:4 n-6 cis	c22 4 n 6 cis	0			
96259	C22:4,n-6	c22:4, n-6	c22:4 n-6	c22:4, n-6	c22 4 n 6	0			
96260	C22:5 /100g FA	c22:5/100g fa	c22:5/100g fa	c22:5/100g fa	c22 5 100g fa	0			
96261	C22:5 n-3 cis (DPA)	c22:5 n-3 cis	c22:5 n-3 cis	c22:5 n-3 cis	c22 5 n 3 cis	0			
96262	C22:5 n-6 cis	c22:5 n-6 cis	c22:5 n-6 cis	c22:5 n-6 cis	c22 5 n 6 cis	0			
96263	C22:5,n-3	c22:5, n-3	c22:5 n-3	c22:5, n-3	c22 5 n 3	0			
96264	C22:5,n-6	c22:5, n-6	c22:5 n-6	c22:5, n-6	c22 5 n 6	0			
96265	C22:6 /100g FA	c22:6/100g fa	c22:6/100g fa	c22:6/100g fa	c22 6 100g fa	0			
96266	C22:6 n-3 cis (DHA)	c22:6 n-3 cis	c22:6 n-3 cis	c22:6 n-3 cis	c22 6 n 3 cis	0	1004	lipid	fat_to_fatty_acids
96267	C22:6,n-3	c22:6, n-3	c22:6 n-3	c22:6, n-3	c22 6 n 3	0			
96268	C23:0	c23:0	c23:0	c23:0	c23 0	0			
96269	C24:0	c24:0	c24:0	c24:0	c24 0	0			
96270	C24:0 /100g FA	c24:0/100g fa	c24:0/100g fa	c24:0/100g fa	c24 0 100g fa	0			
96271	C24:0 ex Br /100g FA	c24:0 ex br/100g fa	c24:0 ex br/100g fa	c24:0 ex br/100g fa	c24 0 ex br 100g fa	0			
96272	C24:1 /100g FA	c24:1/100g fa	c24:1/100g fa	c24:1/100g fa	c24 1 100g fa	0			
96273	C24:1 cis	c24:1 cis	c24:1 cis	c24:1 cis	c24 1 cis	0			
96274	C24:1 trans	c24:1 trans	c24:1 trans	c24:1 trans	c24 1 trans	0			
96275	C24:1,n-9	c24:1, n-9	c24:1 n-9	c24:1, n-9	c24 1 n 9	0			
96276	C24:2 n-6 ciscis	c24:2 n-6 ciscis	c24:2 n-6 ciscis	c24:2 n-6 ciscis	c24 2 n 6 ciscis	0			
96277	C25:0	c25:0	c25:0	c25:0	c25 0	0			
96278	C25:0 ex Br /100g FA	c25:0 ex br/100g fa	c25:0 ex br/100g fa	c25:0 ex br/100g fa	c25 0 ex br 100g fa	0			
96279	C26:0	c26:0	c26:0	c26:0	c26 0	0			
96280	C4:0	c4:0	c4:0	c4:0	c4 0	0			
96281	C4:0 /100g FA	c4:0/100g fa	c4:0/100g fa	c4:0/100g fa	c4 0 100g fa	0			
96282	C6:0	c6:0	c6:0	c6:0	c6 0	0			
96283	C6:0 /100g FA	c6:0/100g fa	c6:0/100g fa	c6:0/100g fa	c6 0 100g fa	0			
96284	C8:0	c8:0	c8:0	c8:0	c8 0	0			
96285	C8:0 /100g FA	c8:0/100g fa	c8:0/100g fa	c8:0/100g fa	c8 0 100g fa	0			
96286	Cadaverin	cadaverin	cadaverin	cadaverin	cadaverin	0			
96287	Cadaverine	cadaverine	cadaverine	cadaverine	cadaverine	0			
96288	CADAVT	cadavt	cadavt	cadavt	cadavt	0			
96289	CAFFAC	caffac	caffac	caffac	caffac	0			
96290	CAFFAC.1	caffac.1	caffac.1	caffac.1	caffac 1	0			
96291	CAFFN	caffn	caffn	caffn	caffn	0			
96292	CAMT	camt	camt	camt	camt	0			
96293	CAROT	carot	carot	carot	carot	0			
96294	CARTA	carta	carta	carta	carta	0			
96295	CARTB	cartb	cartb	cartb	cartb	0			
96296	CARTBCIS	cartbcis	cartbcis	cartbcis	cartbcis	0			
96297	CARTBEQ	cartbeq	cartbeq	cartbeq	cartbeq	0			
96298	CARTBTOT	cartbtot	cartbtot	cartbtot	cartbtot	0			
96299	CARTBTRANS	cartbtrans	cartbtrans	cartbtrans	cartbtrans	0			
96300	CARTG	cartg	cartg	cartg	cartg	0			
96301	CAS_Nr	cas_nr	cas_nr	cas_nr	cas nr	0			
96302	CASN	casn	casn	casn	casn	0			
96303	CATEC	catec	catec	catec	catec	0			
96304	Catechol	catechol	catechol	catechol	catechol	0			
96305	CATECT	catect	catect	catect	catect	0			
96306	CELLU	cellu	cellu	cellu	cellu	0			
96307	Chalcones	chalcones	chalcones	chalcones	chalcones	0			
96308	ChEBI	chebi	chebi	chebi	chebi	0			
96309	ChEMBL	chembl	chembl	chembl	chembl	0			
96310	CHITIN	chitin	chitin	chitin	chitin	0			
96311	CHLNP	chlnp	chlnp	chlnp	chlnp	0			
96312	CHLRAC	chlrac	chlrac	chlrac	chlrac	0			
96313	CHO	cho	cho	cho	cho	0			
96314	CHO-	cho-	cho-	cho-	cho	0			
96315	CHOAVL	choavl	choavl	choavl	choavl	0			
96316	CHOAVL-	choavl-	choavl-	choavl-	choavl	0			
96317	CHOAVLDF	choavldf	choavldf	choavldf	choavldf	0			
96318	CHOAVLM	choavlm	choavlm	choavlm	choavlm	0			
96319	CHOAVLO	choavlo	choavlo	choavlo	choavlo	0			
96320	CHOCAL	chocal	chocal	chocal	chocal	0			
96321	CHOCAL(IU)	chocal	chocal	chocal	chocal	0			
96322	CHOCALOH	chocaloh	chocaloh	chocaloh	chocaloh	0			
96323	CHOCDF	chocdf	chocdf	chocdf	chocdf	0			
96324	CHOL-	chol-	chol-	chol-	chol	0			
96325	CHOLE	chole	chole	chole	chole	0			
96326	Cholecalciferol	cholecalciferol	cholecalciferol	cholecalciferol	cholecalciferol	0			
96327	Cholecalciferol (Vit D3)	cholecalciferol (vit d3)	cholecalciferol (vit d3)	cholecalciferol	cholecalciferol vit d3	0			
96328	CHOLEST	cholest	cholest	cholest	cholest	0			
96329	Cholestérol	cholestérol	cholestérol	cholestérol	cholest rol	0			
96330	Cholin	cholin	cholin	cholin	cholin	0			
96331	Choline and derivatives	choline and derivatives	choline and derivatives	choline and derivatives	choline and derivatives	0			
96332	CHOLN	choln	choln	choln	choln	0			
96333	CHORL	chorl	chorl	chorl	chorl	0			
96334	CHOT	chot	chot	chot	chot	0			
96335	CINAC	cinac	cinac	cinac	cinac	0			
96336	Cinnamtannin A2	cinnamtannin a2	cinnamtannin a2	cinnamtannin a2	cinnamtannin a2	0			
96337	cis C10:1 /100g FA	cis c10:1/100g fa	cis c10:1/100g fa	cis c10:1/100g fa	cis c10 1 100g fa	0			
96338	cis C12:1 /100g FA	cis c12:1/100g fa	cis c12:1/100g fa	cis c12:1/100g fa	cis c12 1 100g fa	0			
96339	cis C14:1 /100g FA	cis c14:1/100g fa	cis c14:1/100g fa	cis c14:1/100g fa	cis c14 1 100g fa	0			
96340	cis C15:1 /100g FA	cis c15:1/100g fa	cis c15:1/100g fa	cis c15:1/100g fa	cis c15 1 100g fa	0			
96341	cis C16:1 /100g FA	cis c16:1/100g fa	cis c16:1/100g fa	cis c16:1/100g fa	cis c16 1 100g fa	0			
96342	cis C16:2 /100g FA	cis c16:2/100g fa	cis c16:2/100g fa	cis c16:2/100g fa	cis c16 2 100g fa	0			
96343	cis C16:3 /100g FA	cis c16:3/100g fa	cis c16:3/100g fa	cis c16:3/100g fa	cis c16 3 100g fa	0			
96344	cis C16:4 /100g FA	cis c16:4/100g fa	cis c16:4/100g fa	cis c16:4/100g fa	cis c16 4 100g fa	0			
96345	cis C17:1 /100g FA	cis c17:1/100g fa	cis c17:1/100g fa	cis c17:1/100g fa	cis c17 1 100g fa	0			
96346	cis C18:1 /100g FA	cis c18:1/100g fa	cis c18:1/100g fa	cis c18:1/100g fa	cis c18 1 100g fa	0			
96347	cis C20:1 /100g FA	cis c20:1/100g fa	cis c20:1/100g fa	cis c20:1/100g fa	cis c20 1 100g fa	0			
96348	cis C22:1 /100g FA	cis c22:1/100g fa	cis c22:1/100g fa	cis c22:1/100g fa	cis c22 1 100g fa	0			
96349	cis C24:1 /100g FA	cis c24:1/100g fa	cis c24:1/100g fa	cis c24:1/100g fa	cis c24 1 100g fa	0			
96350	cis n-3 C18:3 /100g FA	cis n-3 c18:3/100g fa	cis n-3 c18:3/100g fa	cis n-3 c18:3/100g fa	cis n 3 c18 3 100g fa	0			
96351	cis n-3 C18:4 /100g FA	cis n-3 c18:4/100g fa	cis n-3 c18:4/100g fa	cis n-3 c18:4/100g fa	cis n 3 c18 4 100g fa	0			
96352	cis n-3 C20:5 /100g FA	cis n-3 c20:5/100g fa	cis n-3 c20:5/100g fa	cis n-3 c20:5/100g fa	cis n 3 c20 5 100g fa	0			
96353	cis n-3 C21:5 /100g FA	cis n-3 c21:5/100g fa	cis n-3 c21:5/100g fa	cis n-3 c21:5/100g fa	cis n 3 c21 5 100g fa	0			
96354	cis n-3 C22:5 /100g FA	cis n-3 c22:5/100g fa	cis n-3 c22:5/100g fa	cis n-3 c22:5/100g fa	cis n 3 c22 5 100g fa	0			
96355	cis n-3 C22:6 /100g FA	cis n-3 c22:6/100g fa	cis n-3 c22:6/100g fa	cis n-3 c22:6/100g fa	cis n 3 c22 6 100g fa	0			
96356	cis n-6 C18:2 /100g FA	cis n-6 c18:2/100g fa	cis n-6 c18:2/100g fa	cis n-6 c18:2/100g fa	cis n 6 c18 2 100g fa	0			
96357	cis n-6 C18:3 /100g FA	cis n-6 c18:3/100g fa	cis n-6 c18:3/100g fa	cis n-6 c18:3/100g fa	cis n 6 c18 3 100g fa	0			
96358	cis n-6 C20:2 /100g FA	cis n-6 c20:2/100g fa	cis n-6 c20:2/100g fa	cis n-6 c20:2/100g fa	cis n 6 c20 2 100g fa	0			
96359	cis n-6 C20:3 /100g FA	cis n-6 c20:3/100g fa	cis n-6 c20:3/100g fa	cis n-6 c20:3/100g fa	cis n 6 c20 3 100g fa	0			
96360	cis n-6 C20:4 /100g FA	cis n-6 c20:4/100g fa	cis n-6 c20:4/100g fa	cis n-6 c20:4/100g fa	cis n 6 c20 4 100g fa	0			
96361	cis n-6 C22:2 /100g FA	cis n-6 c22:2/100g fa	cis n-6 c22:2/100g fa	cis n-6 c22:2/100g fa	cis n 6 c22 2 100g fa	0			
96362	cis n-6 C22:3 /100g FA	cis n-6 c22:3/100g fa	cis n-6 c22:3/100g fa	cis n-6 c22:3/100g fa	cis n 6 c22 3 100g fa	0			
96363	cis n-6 C22:4 /100g FA	cis n-6 c22:4/100g fa	cis n-6 c22:4/100g fa	cis n-6 c22:4/100g fa	cis n 6 c22 4 100g fa	0			
96367	cis/trans C18:1n-7 /100g FA	cis/trans c18:1n-7/100g fa	cis/trans c18:1n-7/100g fa	cis/trans c18:1n-7/100g fa	cis trans c18 1n 7 100g fa	0			
96368	cis/trans C18:1n-9 /100g FA	cis/trans c18:1n-9/100g fa	cis/trans c18:1n-9/100g fa	cis/trans c18:1n-9/100g fa	cis trans c18 1n 9 100g fa	0			
96369	cis/trans C22:1n-11 /100g FA	cis/trans c22:1n-11/100g fa	cis/trans c22:1n-11/100g fa	cis/trans c22:1n-11/100g fa	cis trans c22 1n 11 100g fa	0			
96370	cis/trans C22:1n-9 /100g FA	cis/trans c22:1n-9/100g fa	cis/trans c22:1n-9/100g fa	cis/trans c22:1n-9/100g fa	cis trans c22 1n 9 100g fa	0			
96371	CITAC	citac	citac	citac	citac	0			
96372	Citronsyre	citronsyre	citronsyre	citronsyre	citronsyre	0			
96373	CLD	cld	cld	cld	cld	0			
96374	cLogP	clogp	clogp	clogp	clogp	0			
96375	Cobalamin (Vit B12)	cobalamin (vit b12)	cobalamin (vit b12)	cobalamin	cobalamin vit b12	0			
96376	Cobolt	cobolt	cobolt	cobolt	cobolt	0			
96377	Comments	comments	comments	comments	comments	0			
96378	Compiler	compiler	compiler	compiler	compiler	0			
96379	Component	component	component	component	component	0			
96380	Component in English	component in english	component in english	component in english	component in english	0			
96381	Component in French	component in french	component in french	component in french	component in french	0			
96382	Composant en anglais	composant en anglais	composant en anglais	composant en anglais	composant en anglais	0			
96383	Composant en français	composant en français	composant en français	composant en français	composant en fran ais	0			
96384	compound	compound	compound	compound	compound	0			
96385	const_nom_eng	const_nom_eng	const_nom_eng	const_nom_eng	const nom eng	0			
96386	Country, region	country, region	country region	country, region	country region	0			
96388	Cryptoxanthins	cryptoxanthins	cryptoxanthins	cryptoxanthins	cryptoxanthins	0			
96389	CRYPX	crypx	crypx	crypx	crypx	0			
96390	CRYPXA	crypxa	crypxa	crypxa	crypxa	0			
96391	CRYPXB	crypxb	crypxb	crypxb	crypxb	0			
96392	Cuivre	cuivre	cuivre	cuivre	cuivre	0			
96393	CYAN	cyan	cyan	cyan	cyan	0			
96394	CYS	cys	cys	cys	cys	0			
96395	CYS_A_MET	cys_a_met	cys_a_met	cys_a_met	cys a met	0			
96396	CYSTE	cyste	cyste	cyste	cyste	0			
96397	Cystin	cystin	cystin	cystin	cystin	0			
96398	D-mælkesyre	d-mælkesyre	d-mælkesyre	d-mælkesyre	d m lkesyre	0			
96399	d-Viniferin	d-viniferin	d-viniferin	d-viniferin	d viniferin	0			
96400	D-vitamin	d-vitamin	d-vitamin	d-vitamin	d vitamin	0			
96401	D2-vitamin	d2-vitamin	d2-vitamin	d2-vitamin	d2 vitamin	0			
96402	D22D1N7	d22d1n7	d22d1n7	d22d1n7	d22d1n7	0			
96403	D3-vitamin	d3-vitamin	d3-vitamin	d3-vitamin	d3 vitamin	0			
96404	Dehydroascorbinsyre	dehydroascorbinsyre	dehydroascorbinsyre	dehydroascorbinsyre	dehydroascorbinsyre	0			
96405	Dehydroretinol	dehydroretinol	dehydroretinol	dehydroretinol	dehydroretinol	0			
96406	Delta-tocopherol	delta-tocopherol	delta-tocopherol	delta-tocopherol	delta tocopherol	0	1158	vitamin e	vitamin_e_to_vit_e_forms_existing
96407	Delta-tocophérol	delta-tocophérol	delta-tocophérol	delta-tocophérol	delta tocoph rol	0			
96408	delta-Tokoferol	delta-tokoferol	delta-tokoferol	delta-tokoferol	delta tokoferol	0			
96409	DEN	den	den	den	den	0			
96410	Denominator	denominator	denominator	denominator	denominator	0			
96411	Density	density	density	density	density	0			
96412	DFE	dfe	dfe	dfe	dfe	0			
96413	DGLY	dgly	dgly	dgly	dgly	0			
96415	Dietary fibre and starch	dietary fibre and starch	dietary fibre and starch	dietary fibre and starch	dietary fibre and starch	0	260230	carbohydrate by difference	carb_to_complex_carbs
96416	Dietary fibre fractions	dietary fibre fractions	dietary fibre fractions	dietary fibre fractions	dietary fibre fractions	0			
96417	Dietary fibre, fibre, dietary fibre fractions	dietary fibre, fibre, dietary fibre fractions	dietary fibre fibre dietary fibre fractions	dietary fibre, fibre, dietary fibre fractions	dietary fibre fibre dietary fibre fractions	0			
96418	Dihydroflavonols	dihydroflavonols	dihydroflavonols	dihydroflavonols	dihydroflavonols	0			
96419	DISAC	disac	disac	disac	disac	0			
96420	DOPN	dopn	dopn	dopn	dopn	0			
96421	Dry matter	dry matter	dry matter	dry matter	dry matter	0			
96422	DRYMAT	drymat	drymat	drymat	drymat	0			
96423	e-Viniferin	e-viniferin	e-viniferin	e-viniferin	e viniferin	0			
96424	E-vitamin	e-vitamin	e-vitamin	e-vitamin	e vitamin	0			
96425	EBG	ebg	ebg	ebg	ebg	0			
96426	Eddikesyre	eddikesyre	eddikesyre	eddikesyre	eddikesyre	0			
96427	ELLAC	ellac	ellac	ellac	ellac	0			
96428	ENERC	enerc	enerc	enerc	enerc	0			
96429	ENERCC	enercc	enercc	enercc	enercc	0			
96430	ENERCJ	enercj	enercj	enercj	enercj	0			
96431	EPICATEC	epicatec	epicatec	epicatec	epicatec	0			
96432	ERGCAL	ergcal	ergcal	ergcal	ergcal	0			
96433	ERGCALOH	ergcaloh	ergcaloh	ergcaloh	ergcaloh	0			
96434	Ergocalciferol (Vit D2)	ergocalciferol (vit d2)	ergocalciferol (vit d2)	ergocalciferol	ergocalciferol vit d2	0			
96435	ERGSTR	ergstr	ergstr	ergstr	ergstr	0			
96436	Esculetin	esculetin	esculetin	esculetin	esculetin	0			
96437	Esculin	esculin	esculin	esculin	esculin	0			
96438	Exact match	exact match	exact match	exact match	exact match	0			
96439	Exact Match (Yes/No)	exact match (yes/no)	exact match (yes/no)	exact match	exact match yes no	0			
96440	F10:0	f10:0	f10:0	f10:0	f10 0	0			
96441	F10:1CIS	f10:1cis	f10:1cis	f10:1cis	f10 1cis	0			
96442	F10:1TRS	f10:1trs	f10:1trs	f10:1trs	f10 1trs	0			
96443	F10D0	f10d0	f10d0	f10d0	f10d0	0			
96444	F10D1	f10d1	f10d1	f10d1	f10d1	0			
96445	F11:0	f11:0	f11:0	f11:0	f11 0	0			
96446	F11D0	f11d0	f11d0	f11d0	f11d0	0			
96447	F12:0	f12:0	f12:0	f12:0	f12 0	0			
96448	F12:1CIS	f12:1cis	f12:1cis	f12:1cis	f12 1cis	0			
96449	F12:1TRS	f12:1trs	f12:1trs	f12:1trs	f12 1trs	0			
96450	F12D0	f12d0	f12d0	f12d0	f12d0	0			
96451	F12D1	f12d1	f12d1	f12d1	f12d1	0			
96452	F13:0	f13:0	f13:0	f13:0	f13 0	0			
96453	F13D0	f13d0	f13d0	f13d0	f13d0	0			
96454	F13D0I	f13d0i	f13d0i	f13d0i	f13d0i	0			
96455	F14:0	f14:0	f14:0	f14:0	f14 0	0			
96456	F14:1CIS	f14:1cis	f14:1cis	f14:1cis	f14 1cis	0			
96457	F14:1CN5	f14:1cn5	f14:1cn5	f14:1cn5	f14 1cn5	0			
96458	F14:1TN5	f14:1tn5	f14:1tn5	f14:1tn5	f14 1tn5	0			
96459	F14:1TRS	f14:1trs	f14:1trs	f14:1trs	f14 1trs	0			
96460	F14D0	f14d0	f14d0	f14d0	f14d0	0			
96461	F14D0I	f14d0i	f14d0i	f14d0i	f14d0i	0			
96462	F14D1	f14d1	f14d1	f14d1	f14d1	0			
96463	F14D1C	f14d1c	f14d1c	f14d1c	f14d1c	0			
96464	F14D1CN5	f14d1cn5	f14d1cn5	f14d1cn5	f14d1cn5	0			
96465	F14D1N5	f14d1n5	f14d1n5	f14d1n5	f14d1n5	0			
96466	F14D1N7	f14d1n7	f14d1n7	f14d1n7	f14d1n7	0			
96467	F14D1N9	f14d1n9	f14d1n9	f14d1n9	f14d1n9	0			
96468	F14D1T	f14d1t	f14d1t	f14d1t	f14d1t	0			
96469	F15:0	f15:0	f15:0	f15:0	f15 0	0			
96470	F15:1CIS	f15:1cis	f15:1cis	f15:1cis	f15 1cis	0			
96471	F15D0	f15d0	f15d0	f15d0	f15d0	0			
96472	F15D0AI	f15d0ai	f15d0ai	f15d0ai	f15d0ai	0			
96473	F15D0I	f15d0i	f15d0i	f15d0i	f15d0i	0			
96474	F15D1	f15d1	f15d1	f15d1	f15d1	0			
96475	F15D1C	f15d1c	f15d1c	f15d1c	f15d1c	0			
96476	F15D1N10	f15d1n10	f15d1n10	f15d1n10	f15d1n10	0			
96477	F15D1N6	f15d1n6	f15d1n6	f15d1n6	f15d1n6	0			
96478	F15D1N7	f15d1n7	f15d1n7	f15d1n7	f15d1n7	0			
96479	F15D1N8	f15d1n8	f15d1n8	f15d1n8	f15d1n8	0			
96480	F15D1N9	f15d1n9	f15d1n9	f15d1n9	f15d1n9	0			
96481	F16:0	f16:0	f16:0	f16:0	f16 0	0			
96482	F16:1CIS	f16:1cis	f16:1cis	f16:1cis	f16 1cis	0			
96483	F16:1CN7	f16:1cn7	f16:1cn7	f16:1cn7	f16 1cn7	0			
96484	F16:1TN7	f16:1tn7	f16:1tn7	f16:1tn7	f16 1tn7	0			
96485	F16:1TRS	f16:1trs	f16:1trs	f16:1trs	f16 1trs	0			
96486	F16D0	f16d0	f16d0	f16d0	f16d0	0			
96487	F16D0AI	f16d0ai	f16d0ai	f16d0ai	f16d0ai	0			
96488	F16D0I	f16d0i	f16d0i	f16d0i	f16d0i	0			
96489	F16D1	f16d1	f16d1	f16d1	f16d1	0			
96490	F16D1C	f16d1c	f16d1c	f16d1c	f16d1c	0			
96491	F16D1CN7	f16d1cn7	f16d1cn7	f16d1cn7	f16d1cn7	0			
96492	F16D1CN9	f16d1cn9	f16d1cn9	f16d1cn9	f16d1cn9	0			
96493	F16D1N11	f16d1n11	f16d1n11	f16d1n11	f16d1n11	0			
96494	F16D1N5	f16d1n5	f16d1n5	f16d1n5	f16d1n5	0			
96495	F16D1N5_A_F16D1N7	f16d1n5_a_f16d1n7	f16d1n5_a_f16d1n7	f16d1n5_a_f16d1n7	f16d1n5 a f16d1n7	0			
96496	F16D1N7	f16d1n7	f16d1n7	f16d1n7	f16d1n7	0			
96497	F16D1N7_A_F16D1N9	f16d1n7_a_f16d1n9	f16d1n7_a_f16d1n9	f16d1n7_a_f16d1n9	f16d1n7 a f16d1n9	0			
96498	F16D1N8	f16d1n8	f16d1n8	f16d1n8	f16d1n8	0			
96499	F16D1N9	f16d1n9	f16d1n9	f16d1n9	f16d1n9	0			
96500	F16D1T	f16d1t	f16d1t	f16d1t	f16d1t	0			
96501	F16D1TN7	f16d1tn7	f16d1tn7	f16d1tn7	f16d1tn7	0			
96502	F16D2	f16d2	f16d2	f16d2	f16d2	0			
96503	F16D2N4	f16d2n4	f16d2n4	f16d2n4	f16d2n4	0			
96504	F16D2N6	f16d2n6	f16d2n6	f16d2n6	f16d2n6	0			
96505	F16D2N7	f16d2n7	f16d2n7	f16d2n7	f16d2n7	0			
96506	F16D2N9	f16d2n9	f16d2n9	f16d2n9	f16d2n9	0			
96507	F16D3N3	f16d3n3	f16d3n3	f16d3n3	f16d3n3	0			
96508	F16D3N4	f16d3n4	f16d3n4	f16d3n4	f16d3n4	0			
96509	F16D3N6	f16d3n6	f16d3n6	f16d3n6	f16d3n6	0			
96510	F16D4	f16d4	f16d4	f16d4	f16d4	0			
96511	F16D4N1	f16d4n1	f16d4n1	f16d4n1	f16d4n1	0			
96512	F16D4N3	f16d4n3	f16d4n3	f16d4n3	f16d4n3	0			
96513	F17:0	f17:0	f17:0	f17:0	f17 0	0			
96514	F17:1CIS	f17:1cis	f17:1cis	f17:1cis	f17 1cis	0			
96515	F17D0	f17d0	f17d0	f17d0	f17d0	0			
96516	F17D0AI	f17d0ai	f17d0ai	f17d0ai	f17d0ai	0			
96517	F17D0I	f17d0i	f17d0i	f17d0i	f17d0i	0			
96518	F17D1	f17d1	f17d1	f17d1	f17d1	0			
96519	F17D1C	f17d1c	f17d1c	f17d1c	f17d1c	0			
96520	F17D1CN7	f17d1cn7	f17d1cn7	f17d1cn7	f17d1cn7	0			
96521	F17D1CN8	f17d1cn8	f17d1cn8	f17d1cn8	f17d1cn8	0			
96522	F17D1N10	f17d1n10	f17d1n10	f17d1n10	f17d1n10	0			
96523	F17D1N5	f17d1n5	f17d1n5	f17d1n5	f17d1n5	0			
96524	F17D1N7	f17d1n7	f17d1n7	f17d1n7	f17d1n7	0			
96525	F17D1N8	f17d1n8	f17d1n8	f17d1n8	f17d1n8	0			
96526	F17D1N9	f17d1n9	f17d1n9	f17d1n9	f17d1n9	0			
96527	F17D2	f17d2	f17d2	f17d2	f17d2	0			
96528	F18:0	f18:0	f18:0	f18:0	f18 0	0			
96529	F18:1CIS	f18:1cis	f18:1cis	f18:1cis	f18 1cis	0			
96530	F18:1CN12	f18:1cn12	f18:1cn12	f18:1cn12	f18 1cn12	0			
96531	F18:1CN7	f18:1cn7	f18:1cn7	f18:1cn7	f18 1cn7	0			
96532	F18:1CN9	f18:1cn9	f18:1cn9	f18:1cn9	f18 1cn9	0			
96533	F18:1TRS	f18:1trs	f18:1trs	f18:1trs	f18 1trs	0			
96534	F18:2CN6	f18:2cn6	f18:2cn6	f18:2cn6	f18 2cn6	0			
96535	F18:2CN9	f18:2cn9	f18:2cn9	f18:2cn9	f18 2cn9	0			
96536	F18:2CON	f18:2con	f18:2con	f18:2con	f18 2con	0			
96537	F18:2CT	f18:2ct	f18:2ct	f18:2ct	f18 2ct	0			
96538	F18:2R	f18:2r	f18:2r	f18:2r	f18 2r	0			
96539	F18:2TC	f18:2tc	f18:2tc	f18:2tc	f18 2tc	0			
96540	F18:2TRS	f18:2trs	f18:2trs	f18:2trs	f18 2trs	0			
96541	F18:2TTN6	f18:2ttn6	f18:2ttn6	f18:2ttn6	f18 2ttn6	0			
96542	F18:3CN3	f18:3cn3	f18:3cn3	f18:3cn3	f18 3cn3	0			
96543	F18:3CN6	f18:3cn6	f18:3cn6	f18:3cn6	f18 3cn6	0			
96544	F18:3TRS	f18:3trs	f18:3trs	f18:3trs	f18 3trs	0			
96545	F18:3TTTN3	f18:3tttn3	f18:3tttn3	f18:3tttn3	f18 3tttn3	0			
96546	F18:4CN3	f18:4cn3	f18:4cn3	f18:4cn3	f18 4cn3	0			
96547	F18D0	f18d0	f18d0	f18d0	f18d0	0			
96548	F18D0AI	f18d0ai	f18d0ai	f18d0ai	f18d0ai	0			
96549	F18D0I	f18d0i	f18d0i	f18d0i	f18d0i	0			
96550	F18D1	f18d1	f18d1	f18d1	f18d1	0			
96551	F18D1-	f18d1-	f18d1-	f18d1-	f18d1	0			
96552	F18D1C	f18d1c	f18d1c	f18d1c	f18d1c	0			
96553	F18D1CN11	f18d1cn11	f18d1cn11	f18d1cn11	f18d1cn11	0			
96554	F18D1CN3	f18d1cn3	f18d1cn3	f18d1cn3	f18d1cn3	0			
96555	F18D1CN4	f18d1cn4	f18d1cn4	f18d1cn4	f18d1cn4	0			
96556	F18D1CN5	f18d1cn5	f18d1cn5	f18d1cn5	f18d1cn5	0			
96557	F18D1CN6	f18d1cn6	f18d1cn6	f18d1cn6	f18d1cn6	0			
96558	F18D1CN7	f18d1cn7	f18d1cn7	f18d1cn7	f18d1cn7	0			
96559	F18D1CN9	f18d1cn9	f18d1cn9	f18d1cn9	f18d1cn9	0			
96560	F18D1N11	f18d1n11	f18d1n11	f18d1n11	f18d1n11	0			
96561	F18D1N5	f18d1n5	f18d1n5	f18d1n5	f18d1n5	0			
96562	F18D1N6	f18d1n6	f18d1n6	f18d1n6	f18d1n6	0			
96563	F18D1N7	f18d1n7	f18d1n7	f18d1n7	f18d1n7	0			
96564	F18D1N7_A_F18D1N9	f18d1n7_a_f18d1n9	f18d1n7_a_f18d1n9	f18d1n7_a_f18d1n9	f18d1n7 a f18d1n9	0			
96565	F18D1N9	f18d1n9	f18d1n9	f18d1n9	f18d1n9	0			
96566	F18D1T	f18d1t	f18d1t	f18d1t	f18d1t	0			
96567	F18D1TN10_A_F18D1TN12	f18d1tn10_a_f18d1tn12	f18d1tn10_a_f18d1tn12	f18d1tn10_a_f18d1tn12	f18d1tn10 a f18d1tn12	0			
96568	F18D1TN11	f18d1tn11	f18d1tn11	f18d1tn11	f18d1tn11	0			
96569	F18D1TN2	f18d1tn2	f18d1tn2	f18d1tn2	f18d1tn2	0			
96570	F18D1TN3	f18d1tn3	f18d1tn3	f18d1tn3	f18d1tn3	0			
96571	F18D1TN4_A_F18D1TN5	f18d1tn4_a_f18d1tn5	f18d1tn4_a_f18d1tn5	f18d1tn4_a_f18d1tn5	f18d1tn4 a f18d1tn5	0			
